date,hard_coal_50hz_actual,lignite_50hz_actual,gas_50hz_actual,biomass_50hz_actual,pumped_storage_50hz_actual,hydro_50hz_actual,other_conv_50hz_actual,hard_coal_50hz_fitted,lignite_50hz_fitted,gas_50hz_fitted,biomass_50hz_fitted,pumped_storage_50hz_fitted,hydro_50hz_fitted,other_conv_50hz_fitted,hard_coal_50hz_lower,lignite_50hz_lower,gas_50hz_lower,biomass_50hz_lower,pumped_storage_50hz_lower,hydro_50hz_lower,other_conv_50hz_lower,hard_coal_50hz_upper,lignite_50hz_upper,gas_50hz_upper,biomass_50hz_upper,pumped_storage_50hz_upper,hydro_50hz_upper,other_conv_50hz_upper,cutoff,hours_ahead
2026-01-31 10:00:00+00:00,867.12,4940.88,3751.57,1016.53,-5.431801e-06,119.01,986.14,945.3695086781806,5172.323208650895,3785.1985985501888,1018.7547489463085,39.86414839221601,121.69067976197077,962.2134351892262,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,749.83,4594.69,3713.17,1024.83,-5.431801e-06,119.99,987.66,983.1015239655933,5091.372452516044,3724.6522624788026,1001.6796584560087,-1.729396142762539,119.77557973098537,992.7241342980676,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,739.99,4474.0,3715.37,1023.77,-5.431801e-06,119.87,983.1,967.5724831263457,5050.310782759479,3811.293590950438,1017.7117333723572,12.964095610762342,118.21326458123751,1003.0201341966449,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,743.58,4689.26,3710.53,1026.72,-5.431801e-06,120.22,982.24,977.8599049567883,5142.667937933918,3774.885751719867,1008.8395395846223,42.156156230681916,119.80519310820428,979.7203169295419,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,743.57,5561.58,3712.8,1029.87,-5.431801e-06,120.58,976.16,964.8275485800643,5133.095410478863,3817.625694074143,1020.9018082587997,180.63867201576028,119.93988231743354,935.9507876056289,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,744.62,5807.65,3803.49,1065.21,299.27,124.71,988.16,945.944784053151,5420.740437002745,3895.1173907778875,1053.3318622711722,478.0370375050953,127.58126488083295,977.9208046840322,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,758.81,5591.5,3879.54,1069.92,1395.2799,143.47,989.52,932.6791617599483,5516.002349875686,3861.1419848340656,1064.971143518053,1023.3245249422506,133.83767312990196,939.1824852385762,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,796.13,5598.16,3879.48,1075.39,1524.17,150.14,985.11,972.1217649935511,5739.383967469068,4061.82391121805,1036.642860880391,1003.1248705610477,136.09786498024806,880.080255751245,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,805.84,5941.34,3876.95,1073.43,1358.66,149.83,985.29,950.2507168550892,5709.845058026001,3939.783491574869,1032.054067532769,746.9080801080199,133.21706250429534,969.1234877279762,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,797.21,5938.46,3762.78,1043.34,350.18,128.58,980.0,995.1269369712054,5472.352066494463,3874.744251584098,1011.4878557917632,166.04959851252477,128.02718062373222,973.7519741855676,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,796.92,6068.28,3719.9001,1031.2,49.70001,120.72,982.98,979.556374130168,5494.034381059073,3899.9128404366274,997.7717069399542,106.23327127379719,122.98920623701402,975.060884470597,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,794.14,5907.03,3694.72,1029.51,66.11999,120.52,974.34,1019.675035273481,5411.329215293723,3873.661423845363,979.9195763934938,18.938300188195058,118.94113330007606,975.060884470597,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,884.27,5521.34,3627.6802,1005.26,57.86999,117.69,976.12,1010.5537199751705,5369.933817330445,3765.953504801405,969.8125107102163,12.730502717673176,115.74726834168872,975.3149889287117,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,912.99,5267.04,3744.34,1029.59,0.98000556,120.54,987.93,1015.5798849402754,4910.065166089469,3690.4056769014505,989.0413293624694,-7.241462666931682,118.83991964964561,976.8904854455568,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,1007.89,4789.19,3814.29,1019.72,-5.431801e-06,119.37,994.76,1059.6668191438632,4554.2524597356105,3727.3592796786215,1004.5573466788267,-12.180293860956908,118.18835555062398,948.9414611314851,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,1092.32,4354.27,3825.78,1033.76,0.05001288,121.02,988.93,1059.6668191438632,4542.8466397523625,3725.9494166379695,988.9708237392827,-5.935978369639997,117.02860007629388,951.6186002481625,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,1022.28,4251.01,3760.52,1022.0,-5.431801e-06,119.64,983.22,1046.290541239589,4441.887009864356,3693.8634327970794,987.2902272537299,-10.873893436822357,117.95987050949537,969.3808523587757,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,1074.38,4252.99,3727.71,1006.72,-5.431801e-06,117.86,986.14,1059.5974174176395,4526.880535772898,3702.914297192805,980.9373011551037,-13.445876516458554,117.27444193047779,969.3808523587757,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,1065.58,4276.6,3785.17,1022.86,-5.431801e-06,119.75,995.55,1080.306760716224,4397.027600523881,3736.5823913809945,992.3600128398194,-6.332833056775144,119.32342149631505,972.2507695554325,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,1123.14,4275.64,3783.23,1033.43,0.14000921,120.98,995.37,1131.714162182772,4608.513980956187,3782.6448314996005,964.8701063775428,8.481093408229754,114.81787184078262,959.6004885303297,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,1155.47,4513.93,3848.1,1033.64,-5.431801e-06,121.01,992.59,1145.3096090418594,5070.239106415155,3688.463751831252,986.240185347834,20.958643652779415,119.38057939480375,963.7191759818608,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,1185.15,5110.39,3899.39,1034.23,0.05001288,121.08,1004.07,1080.2648745666656,5044.8460827481285,3672.543666183833,985.4081875363815,74.46800157965544,116.36609801001322,977.478605259519,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,1199.18,5103.7,3918.12,1023.06,-5.431801e-06,119.77,1006.82,1141.8911502569124,5014.331997608189,3843.1055155849813,987.1368699137629,95.6132598848942,115.28290288640842,981.6435932599693,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,1213.57,4805.9,3897.21,1031.41,-5.431801e-06,120.76,1009.73,1148.5792006392521,4857.655499972064,3820.029666436639,972.7783778000893,69.30643395640232,114.1559543114194,978.9452711293029,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,1220.74,4676.9,3912.48,1007.04,-5.431801e-06,117.91,1008.98,1135.2465835992464,4979.362805117753,3889.3472599945003,948.6153066142853,7.434385453371476,111.47044097236567,977.7026918117872,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,1225.71,4490.39,3806.15,980.95,-5.431801e-06,114.85,999.93,1085.525349995567,4960.922043348619,3849.4441572788373,972.540437035817,-20.215837444230317,113.49713233249608,968.4132600971252,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,1216.3,4361.39,3791.85,975.82,-5.431801e-06,114.26,1009.74,1130.9129804006661,4863.9475737407765,3811.7260697468737,968.6872362255659,-24.231524487287857,112.20168195280012,998.8461927123719,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,1218.19,4687.36,3805.09,983.83,0.05001288,115.19,1008.85,1128.3965993282804,5102.411882507513,3798.6823003278705,989.1835979765207,6.174095321674031,113.62773232127837,984.3363454242449,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,1222.81,5439.14,3935.0,981.76,-5.431801e-06,114.94,1007.71,1047.9694268173348,5005.830713349439,3822.2270972193687,995.552015900845,91.85380141927573,112.97061978845912,995.9416090160455,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,1152.12,5797.62,3982.35,1001.68,-5.431801e-06,117.27,1015.08,1061.341926432538,5034.580996045539,3951.259176350051,1039.701913681511,325.59447894849677,121.28669994632972,946.6515412157221,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,1054.78,5851.65,4018.42,1000.81,559.23,129.19,1016.75,1113.4761062830196,5375.155924361835,3916.7529852655093,1007.5571679879055,663.4409957164858,127.90708826343915,951.031579542805,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,1065.31,5835.59,4036.2,1025.59,864.1599,144.15,1016.0,1156.7546575294427,5641.958131325668,4120.152249988429,997.0020443441192,849.6787171384258,131.20427008950838,976.4385220143847,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,1129.68,5835.14,4066.94,1080.65,793.38,150.67,1005.28,1160.5088659938842,5563.476886282703,4092.766109960036,990.9900212940521,646.0080094160872,129.22846703591185,940.6542161586528,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,1092.96,5847.26,4008.97,1075.92,231.18,138.28,996.09,1160.5088659938842,5668.210236054312,4034.3488602082607,989.4329828918089,239.92717502612902,126.24701854700864,913.2731407030027,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,1145.86,5650.89,3913.82,1000.71,57.17004,117.15,984.14,1123.1919273553638,5247.062165527479,3966.728704453177,969.5331713727581,106.67637039289161,120.17517261306753,894.9559698011434,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,1207.09,5557.2,3917.4,888.07,89.05999,103.98,998.52,1105.5400444462828,5220.5432954578255,3862.7276722713395,964.3148612753381,23.180894296620238,112.15369468490718,956.4157005965385,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,1144.76,5452.16,3721.89,882.67,30.969995,103.35,982.3,1015.8385125977675,4470.236758457567,3769.898354311973,943.4183610451475,-0.3595841559322821,109.78442467346407,984.9607951412963,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,1133.2,3558.23,3826.12,877.78,55.220028,102.77,991.39,993.52816116337,3728.8349606490265,3736.499121464543,917.2003025844276,-14.145187449841217,106.85867781531742,1004.5183318939937,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,1180.0,3015.61,3849.19,880.59,-5.431801e-06,103.09,997.73,1014.702585477633,3498.800372527636,3777.956863277084,916.4535882309098,3.729202737020273,106.68631497154684,1023.8630483505157,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,1220.44,2899.79,3832.25,877.06,-5.431801e-06,102.68,992.97,1004.2332084655084,3492.764506873102,3762.073099145373,915.7916729946362,4.879717698416869,105.49835367312798,1016.6114885189334,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,1223.14,3029.99,3828.87,877.72,-5.431801e-06,102.75,986.3,1014.8726981921889,3507.233958463053,3778.5442364211153,913.1141868262405,-7.119283929449352,106.14446386866076,1015.9933864676482,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,1225.08,3073.28,3873.4,875.17,-5.431801e-06,102.46,988.35,990.8816049807849,3546.561023203761,3786.1007762725662,903.384231127009,9.079471066539497,105.11872290611379,1010.8448313021496,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,1225.37,3797.79,3947.16,878.94,4.11999,102.91,997.6,1051.120042678309,3988.781362475667,3808.521311594097,913.9590767853838,6.654549982509764,104.96436761822844,1010.8448313021496,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,1216.0,5159.95,4083.9001,889.03,160.88,104.13,995.22,1127.2664065039785,5110.807195041699,4030.0506758063516,909.3287198207132,166.8730717492273,108.39643694216589,997.0601742220992,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,2026-01-31 00:00:00+00:00,53
