date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper,cutoff,hours_ahead
2026-02-01 04:00:00+00:00,6.7573055e-05,-26.92718,-552.216618598,498.36216094322367,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,6.7573055e-05,-7.7611628,-533.0504682577166,517.528311283507,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,0.79010665,-9.533135,-534.822572744471,515.7562067967524,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,79.63996,218.54132,-306.7481020728251,743.8306774683983,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,304.91998,461.98615,-63.303288790334136,987.2754907508895,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,559.61993,910.15656,384.8672139279265,1435.4459934691504,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,769.02997,1054.9604,529.6710285214406,1580.2498080626642,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,885.83,1169.204,643.9145232474752,1694.4933027886989,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,835.55,943.3234,418.034001664402,1468.6127812056257,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,598.12994,630.0429,104.7535685534599,1155.3323480946833,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,277.51007,381.80084,-143.48848693889158,907.090292602332,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,45.329903,87.836006,-437.4534573563669,613.1253221848567,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,0.3999699,-100.66888,-625.9582694279075,424.6205101133162,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,6.7573055e-05,-19.85003,-545.1393122679633,505.4394672732601,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,6.7573055e-05,-38.291924,-563.5812232871567,486.9975562540667,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,6.7573055e-05,-31.455011,-556.7444040960686,493.83437544515505,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,6.7573055e-05,-33.623466,-558.9127567812384,491.66602275998525,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,6.7573055e-05,-29.275812,-554.5651382156493,496.0136413255743,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,6.7573055e-05,-28.665705,-553.9549913903475,496.6237881508762,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,6.7573055e-05,-26.926203,-552.215626489341,498.3631530518826,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,6.7573055e-05,-24.345392,-549.6347550237474,500.944024517476,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,6.7573055e-05,-21.420588,-546.7100186969351,503.8687608442883,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,6.7573055e-05,-15.528253,-540.8176869492409,509.7610925919828,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,6.7573055e-05,-43.87371,-569.1630250245757,481.4157545166479,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,6.7573055e-05,-25.91546,-551.2048661875242,499.37391335369966,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,6.7573055e-05,27.999578,-497.28991164308036,553.2888678981433,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,1.3001164,25.793524,-499.4957660355617,551.0830135056622,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,165.59003,235.35687,-289.93245556750935,760.6463239737145,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,587.9799,788.17096,262.88160085944105,1313.4603804006647,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,1000.2199,1348.6794,823.3900552023431,1873.9688347435667,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,1314.27,1361.41,836.1206446986814,1886.699424239905,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,1373.69,1455.7311,930.4417046536564,1981.02048419488,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,1181.51,1053.5333,528.24388021543,1578.8226597566536,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,849.3499,852.86444,327.57502229728834,1378.153801838512,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,396.51996,385.8299,-139.45953367458196,911.1192458666417,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,56.47004,144.1673,-381.1221229619964,669.4566565792272,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,0.30988201,-106.508965,-631.798416260137,418.7803632810867,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,6.7573055e-05,-29.197931,-554.4873568967814,496.091422644442,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,6.7573055e-05,-34.0346,-559.3240850312709,491.2546945099525,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,6.7573055e-05,-80.81609,-606.1053814738452,444.4733980673782,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,6.7573055e-05,-31.099054,-556.3884355092096,494.1903440320141,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,6.7573055e-05,-75.987236,-601.276590208628,449.3021893325956,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,6.7573055e-05,-25.798517,-551.0879957874909,499.490783753733,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,6.7573055e-05,-21.434504,-546.7239082181618,503.85487132306184,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,6.7573055e-05,-26.340754,-551.630083958783,498.94869558244045,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,6.7573055e-05,-19.212091,-544.501386400209,506.0773931410147,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,6.7573055e-05,7.989814,-517.2995527652688,533.2792267759548,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,6.7573055e-05,-29.799982,-555.089368431079,495.4894111101444,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,6.7573055e-05,-43.21795,-568.507241200959,482.07153834026485,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,6.7573055e-05,-34.757256,-560.0465385567745,490.5322409844489,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,1.1499699,-22.111017,-547.4003279018866,503.17845163933725,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,168.78998,157.34723,-367.9421578485517,682.636621692672,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,672.62994,543.5966,18.307271868647604,1068.8860514098712,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,1149.41,916.6679,391.3785222679883,1441.957301809212,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,1505.81,1521.3776,996.0881952747982,2046.6669748160218,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,1696.64,1816.0804,1290.7910713101414,2341.3698508513653,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,1634.71,1525.9899,1000.7004092197499,2051.2791887609733,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,1289.95,1309.5536,784.2641668054205,1834.842946346644,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,659.96,578.56573,53.27632419511201,1103.8551037363356,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,116.56989,278.37042,-246.91898939018847,803.6597901510352,2026-01-31 00:00:00+00:00,87
2026-02-03 16:00:00+00:00,0.35993084,-20.670588,-545.9599845507109,504.6187949905129,2026-01-31 00:00:00+00:00,88
2026-02-03 17:00:00+00:00,6.7573055e-05,0.041083198,-525.248327341395,525.3304521998289,2026-01-31 00:00:00+00:00,89
2026-02-03 18:00:00+00:00,6.7573055e-05,-20.025812,-545.3151139223432,505.2636656188806,2026-01-31 00:00:00+00:00,90
2026-02-03 19:00:00+00:00,6.7573055e-05,-41.048027,-566.3374995636664,484.24127997755727,2026-01-31 00:00:00+00:00,91
2026-02-03 20:00:00+00:00,6.7573055e-05,-17.646418,-542.9358389362637,507.6429406049597,2026-01-31 00:00:00+00:00,92
2026-02-03 21:00:00+00:00,6.7573055e-05,-49.857353,-575.1466307689006,475.43214877232276,2026-01-31 00:00:00+00:00,93
2026-02-03 22:00:00+00:00,6.7573055e-05,-5.0365534,-530.325939458296,520.2528400829276,2026-01-31 00:00:00+00:00,94
2026-02-03 23:00:00+00:00,6.7573055e-05,-0.24773516,-525.5370309611717,525.041748580052,2026-01-31 00:00:00+00:00,95
2026-02-04 00:00:00+00:00,6.7573055e-05,1.5152043,-523.774252295812,526.8045272454115,2026-01-31 00:00:00+00:00,96
2026-02-04 01:00:00+00:00,6.7573055e-05,-2.2601864,-527.5496225868742,523.0291569543492,2026-01-31 00:00:00+00:00,97
2026-02-04 02:00:00+00:00,6.7573055e-05,2.2691104,-523.0202497149517,527.5585298262722,2026-01-31 00:00:00+00:00,98
2026-02-04 03:00:00+00:00,6.7573055e-05,-6.7523737,-532.0416921732176,518.5370873680058,2026-01-31 00:00:00+00:00,99
2026-02-04 04:00:00+00:00,6.7573055e-05,-13.478204,-538.7675936162268,511.8111859249966,2026-01-31 00:00:00+00:00,100
2026-02-04 05:00:00+00:00,6.7573055e-05,-15.679376,-540.9688843088766,509.60989523234707,2026-01-31 00:00:00+00:00,101
2026-02-04 06:00:00+00:00,1.5899113,8.756415,-516.5330496153042,534.0457299259194,2026-01-31 00:00:00+00:00,102
2026-02-04 07:00:00+00:00,104.33991,183.42426,-341.8651770112165,708.7136025300072,2026-01-31 00:00:00+00:00,103
2026-02-04 08:00:00+00:00,401.93,527.6479,2.358529909589379,1052.9373094508132,2026-01-31 00:00:00+00:00,104
2026-02-04 09:00:00+00:00,809.69,1388.4938,863.2043181923316,1913.7830977335552,2026-01-31 00:00:00+00:00,105
2026-02-04 10:00:00+00:00,1326.6501,1377.6508,852.3613642360913,1902.940143777315,2026-01-31 00:00:00+00:00,106
2026-02-04 11:00:00+00:00,1744.71,2080.92,1555.6306272157262,2606.2094067569496,2026-01-31 00:00:00+00:00,107
2026-02-04 12:00:00+00:00,1827.91,1731.1726,1205.8831631147334,2256.461942655957,2026-01-31 00:00:00+00:00,108
2026-02-04 13:00:00+00:00,1295.93,1060.4114,535.1219711267338,1585.7007506679574,2026-01-31 00:00:00+00:00,109
2026-02-04 14:00:00+00:00,570.51996,769.08624,243.796902640064,1294.3756821812876,2026-01-31 00:00:00+00:00,110
2026-02-04 15:00:00+00:00,111.91999,144.93378,-380.3556198120318,670.2231597291916,2026-01-31 00:00:00+00:00,111
2026-02-04 16:00:00+00:00,0.63996017,-49.78167,-575.071032089083,475.5077474521406,2026-01-31 00:00:00+00:00,112
2026-02-04 17:00:00+00:00,6.7573055e-05,-0.85711014,-526.1465825212781,524.4321970199455,2026-01-31 00:00:00+00:00,113
2026-02-04 18:00:00+00:00,6.7573055e-05,-0.36199299,-525.6513218786918,524.9274576625319,2026-01-31 00:00:00+00:00,114
2026-02-04 19:00:00+00:00,6.7573055e-05,1.2981633,-523.9911272486756,526.5876522925482,2026-01-31 00:00:00+00:00,115
2026-02-04 20:00:00+00:00,6.7573055e-05,-2.8805478,-528.1698889204981,522.4088906207255,2026-01-31 00:00:00+00:00,116
2026-02-04 21:00:00+00:00,6.7573055e-05,-14.077569,-539.3670256680111,511.2117538732125,2026-01-31 00:00:00+00:00,117
2026-02-04 22:00:00+00:00,6.7573055e-05,-10.295831,-535.5851074597995,514.9936720814242,2026-01-31 00:00:00+00:00,118
2026-02-04 23:00:00+00:00,6.7573055e-05,-16.744318,-542.0336153217445,508.5451642194789,2026-01-31 00:00:00+00:00,119
2026-02-05 00:00:00+00:00,6.7573055e-05,-29.297297,-554.5865677626844,495.9922117785393,2026-01-31 00:00:00+00:00,120
2026-02-05 01:00:00+00:00,6.7573055e-05,-16.956476,-542.2459265747766,508.33285296644726,2026-01-31 00:00:00+00:00,121
2026-02-05 02:00:00+00:00,6.7573055e-05,-17.930109,-543.2193835910139,507.3593959502098,2026-01-31 00:00:00+00:00,122
2026-02-05 03:00:00+00:00,6.7573055e-05,-17.587336,-542.8767092601861,507.7020702810378,2026-01-31 00:00:00+00:00,123
2026-02-05 04:00:00+00:00,6.7573055e-05,-37.19964,-562.4889116535678,488.0898678876558,2026-01-31 00:00:00+00:00,124
2026-02-05 05:00:00+00:00,6.7573055e-05,-35.60076,-560.8902277604116,489.6885517808123,2026-01-31 00:00:00+00:00,125
2026-02-05 06:00:00+00:00,1.3699406,-28.452082,-553.7414896069249,496.8372899342987,2026-01-31 00:00:00+00:00,126
2026-02-05 07:00:00+00:00,63.780098,218.57257,-306.7167514391999,743.8620281020237,2026-01-31 00:00:00+00:00,127
2026-02-05 08:00:00+00:00,248.82,363.27582,-162.01353666371142,888.5652428775122,2026-01-31 00:00:00+00:00,128
2026-02-05 09:00:00+00:00,495.87994,392.42914,-132.8602252964647,917.7185542447589,2026-01-31 00:00:00+00:00,129
2026-02-05 10:00:00+00:00,669.4799,468.40802,-56.881369440450726,993.6974101007727,2026-01-31 00:00:00+00:00,130
2026-02-05 11:00:00+00:00,722.94,812.4357,287.14629680933126,1337.725076350555,2026-01-31 00:00:00+00:00,131
2026-02-05 12:00:00+00:00,663.76996,633.7315,108.4421293368573,1159.0209088780807,2026-01-31 00:00:00+00:00,132
2026-02-05 13:00:00+00:00,496.74994,114.972725,-410.31670604945884,640.2620734917648,2026-01-31 00:00:00+00:00,133
2026-02-05 14:00:00+00:00,253.6701,243.83405,-281.4552839195853,769.1234956216385,2026-01-31 00:00:00+00:00,134
2026-02-05 15:00:00+00:00,57.099922,188.18707,-337.10226176095875,713.4765177802651,2026-01-31 00:00:00+00:00,135
2026-02-05 16:00:00+00:00,0.6099309,-31.497004,-556.7862710814793,493.7925084597441,2026-01-31 00:00:00+00:00,136
2026-02-05 17:00:00+00:00,6.7573055e-05,-16.450861,-541.7401495804042,508.8386299608194,2026-01-31 00:00:00+00:00,137
2026-02-05 18:00:00+00:00,6.7573055e-05,-7.5541315,-532.8435143914435,517.7352651497799,2026-01-31 00:00:00+00:00,138
2026-02-05 19:00:00+00:00,6.7573055e-05,-10.580499,-535.86984264494,514.7089368962834,2026-01-31 00:00:00+00:00,139
2026-02-05 20:00:00+00:00,6.7573055e-05,-10.580499,-535.86984264494,514.7089368962834,2026-01-31 00:00:00+00:00,140
2026-02-05 21:00:00+00:00,6.7573055e-05,-8.598077,-533.8874111224723,516.6913684187516,2026-01-31 00:00:00+00:00,141
2026-02-05 22:00:00+00:00,6.7573055e-05,5.198554,-520.0907512665758,530.4880282746478,2026-01-31 00:00:00+00:00,142
2026-02-05 23:00:00+00:00,6.7573055e-05,21.507147,-503.7822707077544,546.796508833469,2026-01-31 00:00:00+00:00,143
2026-02-06 00:00:00+00:00,6.7573055e-05,-9.296563,-534.5860540401591,515.9927255010646,2026-01-31 00:00:00+00:00,144
2026-02-06 01:00:00+00:00,6.7573055e-05,4.961982,-520.3274683926197,530.2513111486039,2026-01-31 00:00:00+00:00,145
2026-02-06 02:00:00+00:00,6.7573055e-05,-10.601983,-535.891470613707,514.6873089275166,2026-01-31 00:00:00+00:00,146
2026-02-06 03:00:00+00:00,6.7573055e-05,-1.8292781,-527.118650585393,523.4601289558307,2026-01-31 00:00:00+00:00,147
2026-02-06 04:00:00+00:00,6.7573055e-05,-11.734307,-537.0236650153888,513.5551145258346,2026-01-31 00:00:00+00:00,148
2026-02-06 05:00:00+00:00,6.7573055e-05,1.1328801,-524.1566109730011,526.4221685682223,2026-01-31 00:00:00+00:00,149
2026-02-06 06:00:00+00:00,2.8299015,10.384101,-514.9053961493041,535.6733833919195,2026-01-31 00:00:00+00:00,150
2026-02-06 07:00:00+00:00,108.86994,207.59479,-317.69463217306793,732.8841473681557,2026-01-31 00:00:00+00:00,151
2026-02-06 08:00:00+00:00,346.19,573.6724,48.38304586705772,1098.9618254082816,2026-01-31 00:00:00+00:00,152
2026-02-06 09:00:00+00:00,610.95,891.26886,365.97944927736626,1416.55822881859,2026-01-31 00:00:00+00:00,153
2026-02-06 10:00:00+00:00,870.4899,1326.6381,801.3486747573329,1851.9274542985565,2026-01-31 00:00:00+00:00,154
2026-02-06 11:00:00+00:00,1007.34,1302.4064,777.1170160257884,1827.695795567012,2026-01-31 00:00:00+00:00,155
2026-02-06 12:00:00+00:00,973.4799,1242.7643,717.4748166145123,1768.053596155736,2026-01-31 00:00:00+00:00,156
2026-02-06 13:00:00+00:00,738.2,980.97797,455.6885929199873,1506.267372461211,2026-01-31 00:00:00+00:00,157
2026-02-06 14:00:00+00:00,332.65997,346.16193,-179.12741103193093,871.4513685092925,2026-01-31 00:00:00+00:00,158
2026-02-06 15:00:00+00:00,73.48005,167.8559,-357.4335445104034,693.1452350308202,2026-01-31 00:00:00+00:00,159
2026-02-06 16:00:00+00:00,1.2200383,-8.9447565,-534.2340538879362,516.3447256532875,2026-01-31 00:00:00+00:00,160
2026-02-06 17:00:00+00:00,6.7573055e-05,-12.870782,-538.1602246951707,512.4185548460532,2026-01-31 00:00:00+00:00,161
2026-02-06 18:00:00+00:00,6.7573055e-05,-11.008721,-536.2980367421765,514.2807427990472,2026-01-31 00:00:00+00:00,162
2026-02-06 19:00:00+00:00,6.7573055e-05,-11.008721,-536.2980367421765,514.2807427990472,2026-01-31 00:00:00+00:00,163
2026-02-06 20:00:00+00:00,6.7573055e-05,-8.14251,-533.4318348262468,517.1469447149768,2026-01-31 00:00:00+00:00,164
2026-02-06 21:00:00+00:00,6.7573055e-05,-5.8634577,-531.1527628147296,519.4260167264943,2026-01-31 00:00:00+00:00,165
2026-02-06 22:00:00+00:00,6.7573055e-05,-5.8634577,-531.1527628147296,519.4260167264943,2026-01-31 00:00:00+00:00,166
2026-02-06 23:00:00+00:00,6.7573055e-05,-5.8634577,-531.1527628147296,519.4260167264943,2026-01-31 00:00:00+00:00,167
2026-02-01 00:00:00+00:00,6.7573055e-05,-46.506523,-571.7958829839022,478.78289655732124,2026-02-01 00:00:00+00:00,0
2026-02-01 01:00:00+00:00,6.7573055e-05,-43.38079,-568.6701454427712,481.90863409845247,2026-02-01 00:00:00+00:00,1
2026-02-01 02:00:00+00:00,6.7573055e-05,-39.20208,-564.4913837709482,486.0873957702752,2026-02-01 00:00:00+00:00,2
2026-02-01 03:00:00+00:00,6.7573055e-05,-25.917414,-551.206850404842,499.3719291363816,2026-02-01 00:00:00+00:00,3
2026-02-01 04:00:00+00:00,6.7573055e-05,-26.92718,-552.216618598,498.36216094322367,2026-02-01 00:00:00+00:00,4
2026-02-01 05:00:00+00:00,6.7573055e-05,-7.7611628,-533.0504682577166,517.528311283507,2026-02-01 00:00:00+00:00,5
2026-02-01 06:00:00+00:00,0.79010665,-9.533135,-534.822572744471,515.7562067967524,2026-02-01 00:00:00+00:00,6
2026-02-01 07:00:00+00:00,79.63996,218.54132,-306.7481020728251,743.8306774683983,2026-02-01 00:00:00+00:00,7
2026-02-01 08:00:00+00:00,304.91998,461.98615,-63.303288790334136,987.2754907508895,2026-02-01 00:00:00+00:00,8
2026-02-01 09:00:00+00:00,559.61993,910.15656,384.8672139279265,1435.4459934691504,2026-02-01 00:00:00+00:00,9
2026-02-01 10:00:00+00:00,769.02997,1054.9604,529.6710285214406,1580.2498080626642,2026-02-01 00:00:00+00:00,10
2026-02-01 11:00:00+00:00,885.83,1169.204,643.9145232474752,1694.4933027886989,2026-02-01 00:00:00+00:00,11
2026-02-01 12:00:00+00:00,835.55,943.3234,418.034001664402,1468.6127812056257,2026-02-01 00:00:00+00:00,12
2026-02-01 13:00:00+00:00,598.12994,630.0429,104.7535685534599,1155.3323480946833,2026-02-01 00:00:00+00:00,13
2026-02-01 14:00:00+00:00,277.51007,381.80084,-143.48848693889158,907.090292602332,2026-02-01 00:00:00+00:00,14
2026-02-01 15:00:00+00:00,45.329903,87.836006,-437.4534573563669,613.1253221848567,2026-02-01 00:00:00+00:00,15
2026-02-01 16:00:00+00:00,0.3999699,-100.66888,-625.9582694279075,424.6205101133162,2026-02-01 00:00:00+00:00,16
2026-02-01 17:00:00+00:00,6.7573055e-05,-19.85003,-545.1393122679633,505.4394672732601,2026-02-01 00:00:00+00:00,17
2026-02-01 18:00:00+00:00,6.7573055e-05,-38.291924,-563.5812232871567,486.9975562540667,2026-02-01 00:00:00+00:00,18
2026-02-01 19:00:00+00:00,6.7573055e-05,-31.455011,-556.7444040960686,493.83437544515505,2026-02-01 00:00:00+00:00,19
2026-02-01 20:00:00+00:00,6.7573055e-05,-33.623466,-558.9127567812384,491.66602275998525,2026-02-01 00:00:00+00:00,20
2026-02-01 21:00:00+00:00,6.7573055e-05,-29.275812,-554.5651382156493,496.0136413255743,2026-02-01 00:00:00+00:00,21
2026-02-01 22:00:00+00:00,6.7573055e-05,-28.665705,-553.9549913903475,496.6237881508762,2026-02-01 00:00:00+00:00,22
2026-02-01 23:00:00+00:00,6.7573055e-05,-26.926203,-552.215626489341,498.3631530518826,2026-02-01 00:00:00+00:00,23
2026-02-02 00:00:00+00:00,6.7573055e-05,-24.345392,-549.6347550237474,500.944024517476,2026-02-01 00:00:00+00:00,24
2026-02-02 01:00:00+00:00,6.7573055e-05,-21.420588,-546.7100186969351,503.8687608442883,2026-02-01 00:00:00+00:00,25
2026-02-02 02:00:00+00:00,6.7573055e-05,-15.528253,-540.8176869492409,509.7610925919828,2026-02-01 00:00:00+00:00,26
2026-02-02 03:00:00+00:00,6.7573055e-05,-43.87371,-569.1630250245757,481.4157545166479,2026-02-01 00:00:00+00:00,27
2026-02-02 04:00:00+00:00,6.7573055e-05,-25.91546,-551.2048661875242,499.37391335369966,2026-02-01 00:00:00+00:00,28
2026-02-02 05:00:00+00:00,6.7573055e-05,27.999578,-497.28991164308036,553.2888678981433,2026-02-01 00:00:00+00:00,29
2026-02-02 06:00:00+00:00,1.3001164,25.793524,-499.4957660355617,551.0830135056622,2026-02-01 00:00:00+00:00,30
2026-02-02 07:00:00+00:00,165.59003,235.35687,-289.93245556750935,760.6463239737145,2026-02-01 00:00:00+00:00,31
2026-02-02 08:00:00+00:00,587.9799,788.17096,262.88160085944105,1313.4603804006647,2026-02-01 00:00:00+00:00,32
2026-02-02 09:00:00+00:00,1000.2199,1348.6794,823.3900552023431,1873.9688347435667,2026-02-01 00:00:00+00:00,33
2026-02-02 10:00:00+00:00,1314.27,1361.41,836.1206446986814,1886.699424239905,2026-02-01 00:00:00+00:00,34
2026-02-02 11:00:00+00:00,1373.69,1455.7311,930.4417046536564,1981.02048419488,2026-02-01 00:00:00+00:00,35
2026-02-02 12:00:00+00:00,1181.51,1053.5333,528.24388021543,1578.8226597566536,2026-02-01 00:00:00+00:00,36
2026-02-02 13:00:00+00:00,849.3499,852.86444,327.57502229728834,1378.153801838512,2026-02-01 00:00:00+00:00,37
2026-02-02 14:00:00+00:00,396.51996,385.8299,-139.45953367458196,911.1192458666417,2026-02-01 00:00:00+00:00,38
2026-02-02 15:00:00+00:00,56.47004,144.1673,-381.1221229619964,669.4566565792272,2026-02-01 00:00:00+00:00,39
2026-02-02 16:00:00+00:00,0.30988201,-106.508965,-631.798416260137,418.7803632810867,2026-02-01 00:00:00+00:00,40
2026-02-02 17:00:00+00:00,6.7573055e-05,-29.197931,-554.4873568967814,496.091422644442,2026-02-01 00:00:00+00:00,41
2026-02-02 18:00:00+00:00,6.7573055e-05,-34.0346,-559.3240850312709,491.2546945099525,2026-02-01 00:00:00+00:00,42
