date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper,cutoff,hours_ahead
2026-02-01 09:00:00+00:00,873.73,881.2128385734555,354.9516255044564,1407.474051642455,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,1325.4,1366.6011904849877,840.3399774159884,1892.862403553987,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,1661.5,1694.5920370042845,1168.3308239352855,2220.8532500732836,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,1715.26,1843.1341629035605,1316.8729498345615,2369.39537597256,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,1455.29,1375.1361569596797,848.8749438906805,1901.3973700286788,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,978.18,680.811331794955,154.5501187259557,1207.0725448639541,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,324.16003,278.89076307653636,-247.37044999246268,805.1519761455356,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,4.1800528,38.53926226362887,-487.7219508053704,564.800475332628,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,-9.453079e-07,1.0769360339859304,-525.1842770350133,527.3381491029851,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,-9.453079e-07,-0.13434341055199184,-526.3955564795513,526.1268696584473,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,-9.453079e-07,0.39516387649814533,-525.8660491925011,526.6563769454973,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,-9.453079e-07,-0.5292224516610986,-526.7904355206604,525.731990617338,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,-9.453079e-07,0.9742007606080278,-525.2870123083912,527.2354138296072,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,-9.453079e-07,0.47163201843000024,-525.7895810505693,526.7328450874292,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,-9.453079e-07,0.6315533645959022,-525.6296597044034,526.8927664335952,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,-9.453079e-07,0.5550852226640473,-525.7061278463352,526.8162982916633,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,-9.453079e-07,0.5550852226640473,-525.7061278463352,526.8162982916633,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,-9.453079e-07,1.2834690775075615,-524.9777439914915,527.544682146507,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,-9.453079e-07,13.566476845302077,-512.6947362236972,539.8276899143012,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,-9.453079e-07,14.591176870826985,-511.6700361981723,540.8523899398263,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,-9.453079e-07,3.2521454833215557,-523.0090675856777,529.5133585523208,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,184.93,187.04314143259728,-339.2180716364019,713.3043545015965,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,587.64996,548.4211768502686,22.159963781269425,1074.6823899192677,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,968.08,651.2473580324934,124.9861449634941,1177.5085711014926,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,1380.29,1449.802216097027,923.5410030280277,1976.0634291660263,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,1748.97,1657.9449946775594,1131.6837816085601,2184.206207746559,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,1833.24,1697.1755819980099,1170.9143689290106,2223.4367950670094,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,1511.89,1507.0946802466094,980.8334671776103,2033.3558933156087,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,887.04,898.808689652581,372.5474765835819,1425.0699027215803,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,248.06006,274.3566098808327,-251.90460318816645,800.6178229498319,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,2.040038,21.294686956769738,-504.96652611222953,547.5559000257689,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,-9.453079e-07,-5.057237674184535,-531.3184507431838,521.2039753948147,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,-9.453079e-07,0.39516387649814533,-525.8660491925011,526.6563769454973,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,-9.453079e-07,-0.13434341055199184,-526.3955564795513,526.1268696584473,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,-9.453079e-07,-5.291278028603301,-531.5524910976026,520.9699350403959,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,-9.453079e-07,-10.673057386159144,-536.9342704551582,515.5881556828401,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,-9.453079e-07,-10.673057386159144,-536.9342704551582,515.5881556828401,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,-9.453079e-07,-4.644538026453574,-530.9057510954526,521.6166750425457,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,-9.453079e-07,7.720113594034501,-518.5410994749648,533.9813266630338,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,-9.453079e-07,17.813990588890874,-508.4472224801084,544.07520365789,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,-9.453079e-07,23.581531282886544,-502.6796817861127,549.8427443518858,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,276.36,251.22360027464947,-275.0376127943498,777.4848133436486,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,598.72,710.6887513290491,184.42753826004991,1236.9499643980482,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,810.36,1125.0183403490523,598.757127280053,1651.2795534180514,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,1229.59,1160.7046694509568,634.4434563819577,1686.9658825199563,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,1713.06,1483.0370611032708,956.7758480342716,2009.2982741722699,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,1930.88,1232.5882355339468,706.3270224649475,1758.8494486029458,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,1495.86,1167.9335252889914,641.6723122199921,1694.1947383579907,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,731.1,541.0039866641,14.74277359510097,1067.2651997330993,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,286.24,156.22977333477138,-370.0314397342279,682.4909864037706,2026-01-31 00:00:00+00:00,87
2026-02-03 16:00:00+00:00,12.910033,10.279133499139562,-515.9820795698597,536.5403465681387,2026-01-31 00:00:00+00:00,88
2026-02-03 17:00:00+00:00,-9.453079e-07,-6.59252803960635,-532.8537411086054,519.6686850293929,2026-01-31 00:00:00+00:00,89
2026-02-03 18:00:00+00:00,-9.453079e-07,-6.59252803960635,-532.8537411086054,519.6686850293929,2026-01-31 00:00:00+00:00,90
2026-02-03 19:00:00+00:00,-9.453079e-07,-1.2923925347442946,-527.5536056037436,524.968820534255,2026-01-31 00:00:00+00:00,91
2026-02-03 20:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,92
2026-02-03 21:00:00+00:00,-9.453079e-07,3.4255396469895913,-522.8356734220097,529.6867527159889,2026-01-31 00:00:00+00:00,93
2026-02-03 22:00:00+00:00,-9.453079e-07,0.9742007606080278,-525.2870123083912,527.2354138296072,2026-01-31 00:00:00+00:00,94
2026-02-03 23:00:00+00:00,-9.453079e-07,0.9742007606080278,-525.2870123083912,527.2354138296072,2026-01-31 00:00:00+00:00,95
2026-02-04 00:00:00+00:00,-9.453079e-07,2.323031945978073,-523.9381811230212,528.5842450149772,2026-01-31 00:00:00+00:00,96
2026-02-04 01:00:00+00:00,-9.453079e-07,1.1541242379489631,-525.1070888310503,527.4153373069481,2026-01-31 00:00:00+00:00,97
2026-02-04 02:00:00+00:00,-9.453079e-07,-4.287144574007698,-530.5483576430067,521.9740684949916,2026-01-31 00:00:00+00:00,98
2026-02-04 03:00:00+00:00,-9.453079e-07,-2.5630199146262385,-528.8242329836255,523.698193154373,2026-01-31 00:00:00+00:00,99
2026-02-04 04:00:00+00:00,-9.453079e-07,14.648057827562525,-511.61315524143674,540.9092708965617,2026-01-31 00:00:00+00:00,100
2026-02-04 05:00:00+00:00,-9.453079e-07,19.89131237568904,-506.3699006933102,546.1525254446882,2026-01-31 00:00:00+00:00,101
2026-02-04 06:00:00+00:00,-9.453079e-07,38.295164114132604,-487.96604895486666,564.5563771831319,2026-01-31 00:00:00+00:00,102
2026-02-04 07:00:00+00:00,306.41003,263.98937107960535,-262.2718419893938,790.2505841486045,2026-01-31 00:00:00+00:00,103
2026-02-04 08:00:00+00:00,994.3,1273.6983020194127,747.4370889504137,1799.959515088412,2026-01-31 00:00:00+00:00,104
2026-02-04 09:00:00+00:00,1612.51,1833.402778891832,1307.141565822833,2359.6639919608315,2026-01-31 00:00:00+00:00,105
2026-02-04 10:00:00+00:00,1764.96,2129.3728931402848,1603.1116800712853,2655.634106209284,2026-01-31 00:00:00+00:00,106
2026-02-04 11:00:00+00:00,1943.98,2185.6369761919927,1659.3757631229937,2711.8981892609922,2026-01-31 00:00:00+00:00,107
2026-02-04 12:00:00+00:00,1709.01,1797.1546440936054,1270.8934310246061,2323.415857162605,2026-01-31 00:00:00+00:00,108
2026-02-04 13:00:00+00:00,1127.58,1495.375901870972,969.1146888019729,2021.6371149399713,2026-01-31 00:00:00+00:00,109
2026-02-04 14:00:00+00:00,642.77,701.6058178117247,175.34460474272555,1227.8670308807239,2026-01-31 00:00:00+00:00,110
2026-02-04 15:00:00+00:00,238.16003,168.98618545766215,-357.275027611337,695.2473985266613,2026-01-31 00:00:00+00:00,111
2026-02-04 16:00:00+00:00,7.7299795,10.72885501824544,-515.5323580507538,536.9900680872446,2026-01-31 00:00:00+00:00,112
2026-02-04 17:00:00+00:00,-9.453079e-07,-4.286225690079618,-530.5474387590789,521.9749873789195,2026-01-31 00:00:00+00:00,113
2026-02-04 18:00:00+00:00,-9.453079e-07,-4.286225690079618,-530.5474387590789,521.9749873789195,2026-01-31 00:00:00+00:00,114
2026-02-04 19:00:00+00:00,-9.453079e-07,1.2103581112924076,-525.0508549577069,527.4715711802916,2026-01-31 00:00:00+00:00,115
2026-02-04 20:00:00+00:00,-9.453079e-07,1.2103581112924076,-525.0508549577069,527.4715711802916,2026-01-31 00:00:00+00:00,116
2026-02-04 21:00:00+00:00,-9.453079e-07,1.2103581112924076,-525.0508549577069,527.4715711802916,2026-01-31 00:00:00+00:00,117
2026-02-04 22:00:00+00:00,-9.453079e-07,1.8163335402741723,-524.4448795287249,528.0775466092734,2026-01-31 00:00:00+00:00,118
2026-02-04 23:00:00+00:00,-9.453079e-07,1.2103581112924076,-525.0508549577069,527.4715711802916,2026-01-31 00:00:00+00:00,119
2026-02-05 00:00:00+00:00,-9.453079e-07,-3.210255987896744,-529.471469056896,523.0509570811024,2026-01-31 00:00:00+00:00,120
2026-02-05 01:00:00+00:00,-9.453079e-07,1.9762548864403016,-524.284958182559,528.2374679554395,2026-01-31 00:00:00+00:00,121
2026-02-05 02:00:00+00:00,-9.453079e-07,-3.210255987896744,-529.471469056896,523.0509570811024,2026-01-31 00:00:00+00:00,122
2026-02-05 03:00:00+00:00,-9.453079e-07,3.7045758708507037,-522.5566371981486,529.9657889398499,2026-01-31 00:00:00+00:00,123
2026-02-05 04:00:00+00:00,-9.453079e-07,16.06922749133878,-510.1919855776605,542.3304405603379,2026-01-31 00:00:00+00:00,124
2026-02-05 05:00:00+00:00,-9.453079e-07,21.312482039465294,-504.948731029534,547.5736951084644,2026-01-31 00:00:00+00:00,125
2026-02-05 06:00:00+00:00,-9.453079e-07,44.66935244479191,-481.59186062420736,570.9305655137912,2026-01-31 00:00:00+00:00,126
2026-02-05 07:00:00+00:00,212.62,266.00961910283945,-260.2515939661598,792.2708321718387,2026-01-31 00:00:00+00:00,127
2026-02-05 08:00:00+00:00,947.15,924.1081878456893,397.84697477669,1450.3694009146884,2026-01-31 00:00:00+00:00,128
2026-02-05 09:00:00+00:00,1903.3899,1506.423503747683,980.1622906786839,2032.6847168166823,2026-01-31 00:00:00+00:00,129
2026-02-05 10:00:00+00:00,2885.38,2562.3231077248397,2036.0618946558407,3088.5843207938387,2026-01-31 00:00:00+00:00,130
2026-02-05 11:00:00+00:00,3711.99,3106.415007169955,2580.1537941009556,3632.676220238954,2026-01-31 00:00:00+00:00,131
2026-02-05 12:00:00+00:00,4039.9,3299.8076338851038,2773.5464208161047,3826.068846954103,2026-01-31 00:00:00+00:00,132
2026-02-05 13:00:00+00:00,3584.27,3028.4623269156864,2502.201113846687,3554.7235399846854,2026-01-31 00:00:00+00:00,133
2026-02-05 14:00:00+00:00,2354.39,1933.8919573091703,1407.630744240171,2460.1531703781693,2026-01-31 00:00:00+00:00,134
2026-02-05 15:00:00+00:00,821.68,530.3907123540685,4.129499285069187,1056.6519254230677,2026-01-31 00:00:00+00:00,135
2026-02-05 16:00:00+00:00,14.400023,46.278985922513925,-479.98222714648523,572.5401989915132,2026-01-31 00:00:00+00:00,136
2026-02-05 17:00:00+00:00,-9.453079e-07,3.5579694158905113,-522.7032436531088,529.8191824848897,2026-01-31 00:00:00+00:00,137
2026-02-05 18:00:00+00:00,-9.453079e-07,2.395370424384282,-523.865842644615,528.6565834933834,2026-01-31 00:00:00+00:00,138
2026-02-05 19:00:00+00:00,-9.453079e-07,2.395370424384282,-523.865842644615,528.6565834933834,2026-01-31 00:00:00+00:00,139
2026-02-05 20:00:00+00:00,-9.453079e-07,2.395370424384282,-523.865842644615,528.6565834933834,2026-01-31 00:00:00+00:00,140
2026-02-05 21:00:00+00:00,-9.453079e-07,-26.99343924260552,-553.254652311605,499.26777382639364,2026-01-31 00:00:00+00:00,141
2026-02-05 22:00:00+00:00,-9.453079e-07,1.8052008015481533,-524.4560122674511,528.0664138705474,2026-01-31 00:00:00+00:00,142
2026-02-05 23:00:00+00:00,-9.453079e-07,-3.976152763044638,-530.2373658320439,522.2850603059545,2026-01-31 00:00:00+00:00,143
2026-02-06 00:00:00+00:00,-9.453079e-07,-3.210255987896744,-529.471469056896,523.0509570811024,2026-01-31 00:00:00+00:00,144
2026-02-06 01:00:00+00:00,-9.453079e-07,-3.210255987896744,-529.471469056896,523.0509570811024,2026-01-31 00:00:00+00:00,145
2026-02-06 02:00:00+00:00,-9.453079e-07,-3.210255987896744,-529.471469056896,523.0509570811024,2026-01-31 00:00:00+00:00,146
2026-02-06 03:00:00+00:00,-9.453079e-07,-1.4819350034863419,-527.7431480724856,524.7792780655128,2026-01-31 00:00:00+00:00,147
2026-02-06 04:00:00+00:00,-9.453079e-07,10.882716617001506,-515.3784964519975,537.1439296860008,2026-01-31 00:00:00+00:00,148
2026-02-06 05:00:00+00:00,-9.453079e-07,15.493132406407994,-510.7680806625913,541.7543454754071,2026-01-31 00:00:00+00:00,149
2026-02-06 06:00:00+00:00,0.2600088,38.85000281173461,-487.41121025726466,565.1112158807339,2026-01-31 00:00:00+00:00,150
2026-02-06 07:00:00+00:00,305.87,206.34696518961505,-319.9142478793842,732.6081782586143,2026-01-31 00:00:00+00:00,151
2026-02-06 08:00:00+00:00,924.74,815.40302338919,289.14181032019076,1341.6642364581892,2026-01-31 00:00:00+00:00,152
2026-02-06 09:00:00+00:00,1376.49,1421.5212073694242,895.259994300425,1947.7824204384233,2026-01-31 00:00:00+00:00,153
2026-02-06 10:00:00+00:00,1702.97,1961.2496205690318,1434.9884075000323,2487.510833638031,2026-01-31 00:00:00+00:00,154
2026-02-06 11:00:00+00:00,2035.35,1802.8782942187477,1276.6170811497486,2329.1395072877467,2026-01-31 00:00:00+00:00,155
2026-02-06 12:00:00+00:00,1955.01,1834.4143583601667,1308.1531452911677,2360.6755714291658,2026-01-31 00:00:00+00:00,156
2026-02-06 13:00:00+00:00,1360.49,1364.9538411308445,838.6926280618453,1891.2150541998437,2026-01-31 00:00:00+00:00,157
2026-02-06 14:00:00+00:00,773.48,701.7510822140547,175.48986914505542,1228.0122952830538,2026-01-31 00:00:00+00:00,158
2026-02-06 15:00:00+00:00,318.72003,305.5382801726271,-220.72293289637219,831.7994932416262,2026-01-31 00:00:00+00:00,159
2026-02-06 16:00:00+00:00,12.18994,19.816577299507344,-506.4446357694917,546.0777903685066,2026-01-31 00:00:00+00:00,160
2026-02-06 17:00:00+00:00,-9.453079e-07,-1.2923925347442946,-527.5536056037436,524.968820534255,2026-01-31 00:00:00+00:00,161
2026-02-06 18:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-01-31 00:00:00+00:00,162
2026-02-06 19:00:00+00:00,-9.453079e-07,-1.2107486820505073,-527.4719617510498,525.0504643869486,2026-01-31 00:00:00+00:00,163
2026-02-06 20:00:00+00:00,-9.453079e-07,-2.292329664310955,-528.5535427333102,523.9688834046882,2026-01-31 00:00:00+00:00,164
2026-02-06 21:00:00+00:00,-9.453079e-07,-0.6864171057623025,-526.9476301747616,525.5747959632369,2026-01-31 00:00:00+00:00,165
2026-02-06 22:00:00+00:00,-9.453079e-07,0.9742007606080278,-525.2870123083912,527.2354138296072,2026-01-31 00:00:00+00:00,166
2026-02-06 23:00:00+00:00,-9.453079e-07,-0.5283051111368877,-526.7895181801362,525.7329079578623,2026-01-31 00:00:00+00:00,167
2026-02-01 00:00:00+00:00,-9.453079e-07,-4.291340899036641,-530.5525539680359,521.9698721699626,2026-02-01 00:00:00+00:00,0
2026-02-01 01:00:00+00:00,-9.453079e-07,-4.291340899036641,-530.5525539680359,521.9698721699626,2026-02-01 00:00:00+00:00,1
2026-02-01 02:00:00+00:00,-9.453079e-07,-4.291340899036641,-530.5525539680359,521.9698721699626,2026-02-01 00:00:00+00:00,2
2026-02-01 03:00:00+00:00,-9.453079e-07,-2.5630199146262385,-528.8242329836255,523.698193154373,2026-02-01 00:00:00+00:00,3
2026-02-01 04:00:00+00:00,-9.453079e-07,9.801631705861837,-516.4595813631374,536.062844774861,2026-02-01 00:00:00+00:00,4
2026-02-01 05:00:00+00:00,-9.453079e-07,14.412047495268098,-511.84916557373117,540.6732605642674,2026-02-01 00:00:00+00:00,5
2026-02-01 06:00:00+00:00,-9.453079e-07,29.36315399263958,-496.8980590763597,555.6243670616388,2026-02-01 00:00:00+00:00,6
2026-02-01 07:00:00+00:00,133.97003,184.6558515191524,-341.60536154984675,710.9170645881517,2026-02-01 00:00:00+00:00,7
2026-02-01 08:00:00+00:00,499.87,457.40245514933713,-68.85875791966214,983.6636682183364,2026-02-01 00:00:00+00:00,8
2026-02-01 09:00:00+00:00,873.73,881.2128385734555,354.9516255044564,1407.474051642455,2026-02-01 00:00:00+00:00,9
2026-02-01 10:00:00+00:00,1325.4,1366.6011904849877,840.3399774159884,1892.862403553987,2026-02-01 00:00:00+00:00,10
2026-02-01 11:00:00+00:00,1661.5,1694.5920370042845,1168.3308239352855,2220.8532500732836,2026-02-01 00:00:00+00:00,11
2026-02-01 12:00:00+00:00,1715.26,1843.1341629035605,1316.8729498345615,2369.39537597256,2026-02-01 00:00:00+00:00,12
2026-02-01 13:00:00+00:00,1455.29,1375.1361569596797,848.8749438906805,1901.3973700286788,2026-02-01 00:00:00+00:00,13
2026-02-01 14:00:00+00:00,978.18,680.811331794955,154.5501187259557,1207.0725448639541,2026-02-01 00:00:00+00:00,14
2026-02-01 15:00:00+00:00,324.16003,278.89076307653636,-247.37044999246268,805.1519761455356,2026-02-01 00:00:00+00:00,15
2026-02-01 16:00:00+00:00,4.1800528,38.53926226362887,-487.7219508053704,564.800475332628,2026-02-01 00:00:00+00:00,16
2026-02-01 17:00:00+00:00,-9.453079e-07,1.0769360339859304,-525.1842770350133,527.3381491029851,2026-02-01 00:00:00+00:00,17
2026-02-01 18:00:00+00:00,-9.453079e-07,-0.13434341055199184,-526.3955564795513,526.1268696584473,2026-02-01 00:00:00+00:00,18
2026-02-01 19:00:00+00:00,-9.453079e-07,-0.21081155248384675,-526.4720246214831,526.0504015165154,2026-02-01 00:00:00+00:00,19
2026-02-01 20:00:00+00:00,-9.453079e-07,0.39516387649814533,-525.8660491925011,526.6563769454973,2026-02-01 00:00:00+00:00,20
2026-02-01 21:00:00+00:00,-9.453079e-07,-0.5292224516610986,-526.7904355206604,525.731990617338,2026-02-01 00:00:00+00:00,21
2026-02-01 22:00:00+00:00,-9.453079e-07,0.9742007606080278,-525.2870123083912,527.2354138296072,2026-02-01 00:00:00+00:00,22
2026-02-01 23:00:00+00:00,-9.453079e-07,0.47163201843000024,-525.7895810505693,526.7328450874292,2026-02-01 00:00:00+00:00,23
2026-02-02 00:00:00+00:00,-9.453079e-07,0.6315533645959022,-525.6296597044034,526.8927664335952,2026-02-01 00:00:00+00:00,24
2026-02-02 01:00:00+00:00,-9.453079e-07,0.5550852226640473,-525.7061278463352,526.8162982916633,2026-02-01 00:00:00+00:00,25
2026-02-02 02:00:00+00:00,-9.453079e-07,0.5550852226640473,-525.7061278463352,526.8162982916633,2026-02-01 00:00:00+00:00,26
2026-02-02 03:00:00+00:00,-9.453079e-07,1.2834690775075615,-524.9777439914915,527.544682146507,2026-02-01 00:00:00+00:00,27
2026-02-02 04:00:00+00:00,-9.453079e-07,13.566476845302077,-512.6947362236972,539.8276899143012,2026-02-01 00:00:00+00:00,28
2026-02-02 05:00:00+00:00,-9.453079e-07,14.591176870826985,-511.6700361981723,540.8523899398263,2026-02-01 00:00:00+00:00,29
2026-02-02 06:00:00+00:00,-9.453079e-07,3.2521454833215557,-523.0090675856777,529.5133585523208,2026-02-01 00:00:00+00:00,30
2026-02-02 07:00:00+00:00,184.93,187.04314143259728,-339.2180716364019,713.3043545015965,2026-02-01 00:00:00+00:00,31
2026-02-02 08:00:00+00:00,587.64996,548.4211768502686,22.159963781269425,1074.6823899192677,2026-02-01 00:00:00+00:00,32
2026-02-02 09:00:00+00:00,968.08,651.2473580324934,124.9861449634941,1177.5085711014926,2026-02-01 00:00:00+00:00,33
