date,gen_load_diff_delu_actual,gen_load_diff_delu_fitted,gen_load_diff_delu_lower,gen_load_diff_delu_upper,cutoff,hours_ahead
2026-02-07 03:00:00+00:00,-1231.7853,-1969.5807,-3833.2192,-105.94221,2026-02-05 00:00:00+00:00,51
2026-02-07 04:00:00+00:00,-1868.0859,-2661.4639,-4525.1025,-797.8255,2026-02-05 00:00:00+00:00,52
2026-02-07 05:00:00+00:00,-3103.2578,-4793.0947,-6656.7334,-2929.4563,2026-02-05 00:00:00+00:00,53
2026-02-07 06:00:00+00:00,-5181.914,-6649.0405,-8512.679,-4785.402,2026-02-05 00:00:00+00:00,54
2026-02-07 07:00:00+00:00,-6782.617,-7690.3154,-9553.954,-5826.677,2026-02-05 00:00:00+00:00,55
2026-02-07 08:00:00+00:00,-6892.7188,-7736.2183,-9599.856,-5872.5796,2026-02-05 00:00:00+00:00,56
2026-02-07 09:00:00+00:00,-5722.7695,-7160.9893,-9024.628,-5297.3506,2026-02-05 00:00:00+00:00,57
2026-02-07 10:00:00+00:00,-4379.7383,-4776.935,-6640.5737,-2913.2964,2026-02-05 00:00:00+00:00,58
2026-02-07 11:00:00+00:00,-2894.0195,-1906.9636,-3770.602,-43.325264,2026-02-05 00:00:00+00:00,59
2026-02-07 12:00:00+00:00,-1881.578,-3506.9822,-5370.6206,-1643.3436,2026-02-05 00:00:00+00:00,60
2026-02-07 13:00:00+00:00,-2688.746,-3887.497,-5751.1357,-2023.8585,2026-02-05 00:00:00+00:00,61
2026-02-07 14:00:00+00:00,-6116.7656,-6144.9653,-8008.6035,-4281.3267,2026-02-05 00:00:00+00:00,62
2026-02-07 15:00:00+00:00,-9414.66,-9029.7,-10893.338,-7166.061,2026-02-05 00:00:00+00:00,63
2026-02-07 16:00:00+00:00,-10839.141,-8927.534,-10791.173,-7063.896,2026-02-05 00:00:00+00:00,64
2026-02-07 17:00:00+00:00,-10959.457,-10600.603,-12464.241,-8736.964,2026-02-05 00:00:00+00:00,65
2026-02-07 18:00:00+00:00,-9421.684,-9699.55,-11563.188,-7835.911,2026-02-05 00:00:00+00:00,66
2026-02-07 19:00:00+00:00,-7872.6875,-8076.14,-9939.779,-6212.5015,2026-02-05 00:00:00+00:00,67
2026-02-07 20:00:00+00:00,-5751.3984,-7238.1865,-9101.825,-5374.548,2026-02-05 00:00:00+00:00,68
2026-02-07 21:00:00+00:00,-5589.4414,-5694.9067,-7558.5454,-3831.268,2026-02-05 00:00:00+00:00,69
2026-02-07 22:00:00+00:00,-4510.633,-4645.3345,-6508.973,-2781.6958,2026-02-05 00:00:00+00:00,70
2026-02-07 23:00:00+00:00,-3374.1992,-2888.896,-4752.5347,-1025.2574,2026-02-05 00:00:00+00:00,71
2026-02-08 00:00:00+00:00,-2313.7031,-1107.5817,-2971.2202,756.05707,2026-02-05 00:00:00+00:00,72
2026-02-08 01:00:00+00:00,-1390.0314,-1436.3544,-3299.993,427.2846,2026-02-05 00:00:00+00:00,73
2026-02-08 02:00:00+00:00,-1092.2189,-703.97296,-2567.6116,1159.6659,2026-02-05 00:00:00+00:00,74
2026-02-08 03:00:00+00:00,-1414.8986,-488.6402,-2352.2788,1374.9984,2026-02-05 00:00:00+00:00,75
2026-02-08 04:00:00+00:00,-1121.2462,32.00042,-1831.6382,1895.639,2026-02-05 00:00:00+00:00,76
2026-02-08 05:00:00+00:00,-1194.3165,-1190.63,-3054.2686,673.00824,2026-02-05 00:00:00+00:00,77
2026-02-08 06:00:00+00:00,-2462.875,-2773.656,-4637.2944,-910.0174,2026-02-05 00:00:00+00:00,78
2026-02-08 07:00:00+00:00,-2893.164,-2870.8884,-4734.527,-1007.2498,2026-02-05 00:00:00+00:00,79
2026-02-08 08:00:00+00:00,-2823.3398,-1571.8248,-3435.4634,291.81366,2026-02-05 00:00:00+00:00,80
2026-02-08 09:00:00+00:00,-1810.5898,-2148.684,-4012.3225,-285.04547,2026-02-05 00:00:00+00:00,81
2026-02-08 10:00:00+00:00,-1658.9803,-522.0213,-2385.66,1341.6171,2026-02-05 00:00:00+00:00,82
2026-02-08 11:00:00+00:00,-340.086,-746.93024,-2610.5688,1116.7084,2026-02-05 00:00:00+00:00,83
2026-02-08 12:00:00+00:00,1315.3241,549.31586,-1314.3231,2412.954,2026-02-05 00:00:00+00:00,84
2026-02-08 13:00:00+00:00,1620.5194,372.7414,-1490.8971,2236.38,2026-02-05 00:00:00+00:00,85
2026-02-08 14:00:00+00:00,58.577812,-3068.29,-4931.9287,-1204.6515,2026-02-05 00:00:00+00:00,86
2026-02-08 15:00:00+00:00,-2634.914,-4866.0806,-6729.719,-3002.442,2026-02-05 00:00:00+00:00,87
2026-02-08 16:00:00+00:00,-5850.9297,-6697.5215,-8561.16,-4833.883,2026-02-05 00:00:00+00:00,88
2026-02-08 17:00:00+00:00,-6185.574,-5628.309,-7491.9478,-3764.6704,2026-02-05 00:00:00+00:00,89
2026-02-08 18:00:00+00:00,-4474.4062,-3475.393,-5339.0317,-1611.7545,2026-02-05 00:00:00+00:00,90
2026-02-08 19:00:00+00:00,-3474.5586,-2691.6848,-4555.323,-828.0462,2026-02-05 00:00:00+00:00,91
2026-02-08 20:00:00+00:00,-2859.7734,-1867.4366,-3731.0752,-3.7979195,2026-02-05 00:00:00+00:00,92
2026-02-08 21:00:00+00:00,-2465.121,-2329.2222,-4192.861,-465.5838,2026-02-05 00:00:00+00:00,93
2026-02-08 22:00:00+00:00,-1235.1486,-2480.3691,-4344.008,-616.7305,2026-02-05 00:00:00+00:00,94
2026-02-08 23:00:00+00:00,-168.98444,-1675.0898,-3538.7283,188.54877,2026-02-05 00:00:00+00:00,95
2026-02-09 00:00:00+00:00,436.17963,-618.38654,-2482.0251,1245.2518,2026-02-05 00:00:00+00:00,96
2026-02-09 01:00:00+00:00,396.08197,-942.1148,-2805.7534,921.52386,2026-02-05 00:00:00+00:00,97
2026-02-09 02:00:00+00:00,-56.082344,-983.7413,-2847.38,879.8969,2026-02-05 00:00:00+00:00,98
2026-02-09 03:00:00+00:00,-1268.1095,-2119.023,-3982.6616,-255.38434,2026-02-05 00:00:00+00:00,99
2026-02-09 04:00:00+00:00,-4521.5703,-5195.407,-7059.046,-3331.7686,2026-02-05 00:00:00+00:00,100
2026-02-09 05:00:00+00:00,-9145.699,-8551.059,-10414.697,-6687.4194,2026-02-05 00:00:00+00:00,101
2026-02-09 06:00:00+00:00,-11504.586,-11466.183,-13329.82,-9602.544,2026-02-05 00:00:00+00:00,102
2026-02-09 07:00:00+00:00,-10453.918,-10672.34,-12535.978,-8808.701,2026-02-05 00:00:00+00:00,103
2026-02-09 08:00:00+00:00,-11241.789,-11283.055,-13146.693,-9419.417,2026-02-05 00:00:00+00:00,104
2026-02-09 09:00:00+00:00,-10703.902,-9587.15,-11450.788,-7723.511,2026-02-05 00:00:00+00:00,105
2026-02-09 10:00:00+00:00,-9659.512,-9312.755,-11176.394,-7449.1157,2026-02-05 00:00:00+00:00,106
2026-02-09 11:00:00+00:00,-8574.242,-9001.715,-10865.354,-7138.0757,2026-02-05 00:00:00+00:00,107
2026-02-09 12:00:00+00:00,-7929.582,-8070.234,-9933.872,-6206.595,2026-02-05 00:00:00+00:00,108
2026-02-09 13:00:00+00:00,-9011.137,-8990.012,-10853.65,-7126.373,2026-02-05 00:00:00+00:00,109
2026-02-09 14:00:00+00:00,-10920.859,-10033.485,-11897.125,-8169.8467,2026-02-05 00:00:00+00:00,110
2026-02-09 15:00:00+00:00,-10126.215,-10814.877,-12678.516,-8951.239,2026-02-05 00:00:00+00:00,111
2026-02-09 16:00:00+00:00,-10655.23,-10417.558,-12281.196,-8553.919,2026-02-05 00:00:00+00:00,112
2026-02-09 17:00:00+00:00,-10470.367,-10323.831,-12187.47,-8460.192,2026-02-05 00:00:00+00:00,113
2026-02-09 18:00:00+00:00,-10081.121,-10630.14,-12493.778,-8766.501,2026-02-05 00:00:00+00:00,114
2026-02-09 19:00:00+00:00,-9079.676,-8878.059,-10741.697,-7014.4204,2026-02-05 00:00:00+00:00,115
2026-02-09 20:00:00+00:00,-8373.105,-8704.507,-10568.1455,-6840.8687,2026-02-05 00:00:00+00:00,116
2026-02-09 21:00:00+00:00,-7312.1836,-5641.3506,-7504.9893,-3777.7122,2026-02-05 00:00:00+00:00,117
2026-02-09 22:00:00+00:00,-4981.785,-4024.6055,-5888.244,-2160.9668,2026-02-05 00:00:00+00:00,118
2026-02-09 23:00:00+00:00,-2215.75,-3442.0256,-5305.664,-1578.3871,2026-02-05 00:00:00+00:00,119
2026-02-10 00:00:00+00:00,-868.0704,-1488.0448,-3351.6833,375.59344,2026-02-05 00:00:00+00:00,120
2026-02-10 01:00:00+00:00,-211.36334,-719.6827,-2583.3213,1143.9559,2026-02-05 00:00:00+00:00,121
2026-02-10 02:00:00+00:00,-221.62115,-86.248116,-1949.8868,1777.3905,2026-02-05 00:00:00+00:00,122
2026-02-10 03:00:00+00:00,-595.6524,-520.0201,-2383.6587,1343.618,2026-02-05 00:00:00+00:00,123
2026-02-10 04:00:00+00:00,-2449.8945,-3268.0288,-5131.6675,-1404.3905,2026-02-05 00:00:00+00:00,124
2026-02-10 05:00:00+00:00,-6990.9414,-5985.0913,-7848.73,-4121.4526,2026-02-05 00:00:00+00:00,125
2026-02-10 06:00:00+00:00,-8467.223,-8862.027,-10725.666,-6998.3887,2026-02-05 00:00:00+00:00,126
2026-02-10 07:00:00+00:00,-6762.2773,-7807.598,-9671.237,-5943.96,2026-02-05 00:00:00+00:00,127
2026-02-10 08:00:00+00:00,-5383.961,-6170.0894,-8033.7275,-4306.4507,2026-02-05 00:00:00+00:00,128
2026-02-10 09:00:00+00:00,-3156.1797,-4271.5156,-6135.1543,-2407.877,2026-02-05 00:00:00+00:00,129
2026-02-10 10:00:00+00:00,-1561.5314,-1982.4847,-3846.1233,-118.846016,2026-02-05 00:00:00+00:00,130
2026-02-10 11:00:00+00:00,-667.836,-2424.5127,-4288.1514,-560.8741,2026-02-05 00:00:00+00:00,131
2026-02-10 12:00:00+00:00,-587.99225,-2635.044,-4498.6826,-771.40533,2026-02-05 00:00:00+00:00,132
2026-02-10 13:00:00+00:00,-2523.8047,-3861.8926,-5725.5312,-1998.2542,2026-02-05 00:00:00+00:00,133
2026-02-10 14:00:00+00:00,-4995.297,-5410.418,-7274.057,-3546.7795,2026-02-05 00:00:00+00:00,134
2026-02-10 15:00:00+00:00,-4527.1523,-7016.5703,-8880.209,-5152.9316,2026-02-05 00:00:00+00:00,135
2026-02-10 16:00:00+00:00,-4606.578,-6022.993,-7886.6313,-4159.3545,2026-02-05 00:00:00+00:00,136
2026-02-10 17:00:00+00:00,-3615.5938,-4582.099,-6445.738,-2718.4607,2026-02-05 00:00:00+00:00,137
2026-02-10 18:00:00+00:00,-3666.9688,-4249.0625,-6112.701,-2385.424,2026-02-05 00:00:00+00:00,138
2026-02-10 19:00:00+00:00,-1894.8984,-3360.7922,-5224.4307,-1497.1534,2026-02-05 00:00:00+00:00,139
2026-02-10 20:00:00+00:00,-111.10944,-701.60187,-2565.2405,1162.037,2026-02-05 00:00:00+00:00,140
2026-02-10 21:00:00+00:00,1360.3358,824.4643,-1039.1742,2688.103,2026-02-05 00:00:00+00:00,141
2026-02-10 22:00:00+00:00,2176.9844,2543.1636,679.5253,4406.8022,2026-02-05 00:00:00+00:00,142
2026-02-10 23:00:00+00:00,2940.3281,3605.75,1742.1112,5469.389,2026-02-05 00:00:00+00:00,143
2026-02-11 00:00:00+00:00,4050.934,4950.531,3086.8926,6814.1694,2026-02-05 00:00:00+00:00,144
2026-02-11 01:00:00+00:00,4342.2812,4577.401,2713.7622,6441.0396,2026-02-05 00:00:00+00:00,145
2026-02-11 02:00:00+00:00,3881.6797,4585.1187,2721.4805,6448.7583,2026-02-05 00:00:00+00:00,146
2026-02-11 03:00:00+00:00,3746.7812,2969.2114,1105.5726,4832.85,2026-02-05 00:00:00+00:00,147
2026-02-11 04:00:00+00:00,673.82416,995.9599,-867.6785,2859.5986,2026-02-05 00:00:00+00:00,148
2026-02-11 05:00:00+00:00,-3886.4102,-2874.9963,-4738.635,-1011.3577,2026-02-05 00:00:00+00:00,149
2026-02-11 06:00:00+00:00,-6795.8203,-6269.419,-8133.057,-4405.7803,2026-02-05 00:00:00+00:00,150
2026-02-11 07:00:00+00:00,-6132.324,-5158.688,-7022.3267,-3295.0496,2026-02-05 00:00:00+00:00,151
2026-02-11 08:00:00+00:00,-4993.6484,-5207.038,-7070.6763,-3343.3994,2026-02-05 00:00:00+00:00,152
2026-02-11 09:00:00+00:00,-4502.6797,-3569.998,-5433.6367,-1706.3595,2026-02-05 00:00:00+00:00,153
2026-02-11 10:00:00+00:00,-3991.9688,-4777.864,-6641.5024,-2914.225,2026-02-05 00:00:00+00:00,154
2026-02-11 11:00:00+00:00,-3676.7188,-3684.5115,-5548.15,-1820.873,2026-02-05 00:00:00+00:00,155
2026-02-11 12:00:00+00:00,-4833.3203,-5101.7246,-6965.3633,-3238.0862,2026-02-05 00:00:00+00:00,156
2026-02-11 13:00:00+00:00,-5494.5547,-5551.8286,-7415.467,-3688.19,2026-02-05 00:00:00+00:00,157
2026-02-11 14:00:00+00:00,-6037.3125,-5056.811,-6920.4497,-3193.1726,2026-02-05 00:00:00+00:00,158
2026-02-11 15:00:00+00:00,-6419.1953,-5559.9985,-7423.6367,-3696.3596,2026-02-05 00:00:00+00:00,159
2026-02-11 16:00:00+00:00,-6514.5156,-6572.6675,-8436.307,-4709.029,2026-02-05 00:00:00+00:00,160
2026-02-11 17:00:00+00:00,-6869.6484,-5009.5786,-6873.2173,-3145.9402,2026-02-05 00:00:00+00:00,161
2026-02-11 18:00:00+00:00,-4753.6797,-4779.189,-6642.8276,-2915.5505,2026-02-05 00:00:00+00:00,162
2026-02-11 19:00:00+00:00,-1322.9376,-859.65607,-2723.2947,1003.98236,2026-02-05 00:00:00+00:00,163
2026-02-11 20:00:00+00:00,1590.7772,1533.3129,-330.32574,3396.9517,2026-02-05 00:00:00+00:00,164
2026-02-11 21:00:00+00:00,2468.3906,1823.0961,-40.54255,3686.7344,2026-02-05 00:00:00+00:00,165
2026-02-11 22:00:00+00:00,3399.789,3884.63,2020.9916,5748.269,2026-02-05 00:00:00+00:00,166
2026-02-11 23:00:00+00:00,5505.0825,5940.595,4076.957,7804.234,2026-02-05 00:00:00+00:00,167
2026-02-06 00:00:00+00:00,-1821.543,-1483.2579,-3346.8965,380.38055,2026-02-06 00:00:00+00:00,0
2026-02-06 01:00:00+00:00,-2032.9062,-1731.8756,-3595.5142,131.76288,2026-02-06 00:00:00+00:00,1
2026-02-06 02:00:00+00:00,-3320.3203,-2466.0798,-4329.7183,-602.4412,2026-02-06 00:00:00+00:00,2
2026-02-06 03:00:00+00:00,-4301.7773,-3871.8225,-5735.4614,-2008.1841,2026-02-06 00:00:00+00:00,3
2026-02-06 04:00:00+00:00,-7142.3164,-6468.7393,-8332.378,-4605.1006,2026-02-06 00:00:00+00:00,4
2026-02-06 05:00:00+00:00,-10968.461,-10932.974,-12796.611,-9069.335,2026-02-06 00:00:00+00:00,5
2026-02-06 06:00:00+00:00,-12920.734,-13007.307,-14870.945,-11143.667,2026-02-06 00:00:00+00:00,6
2026-02-06 07:00:00+00:00,-13214.539,-13915.857,-15779.496,-12052.22,2026-02-06 00:00:00+00:00,7
2026-02-06 08:00:00+00:00,-12954.039,-13218.444,-15082.084,-11354.806,2026-02-06 00:00:00+00:00,8
2026-02-06 09:00:00+00:00,-12231.602,-12280.063,-14143.702,-10416.425,2026-02-06 00:00:00+00:00,9
2026-02-06 10:00:00+00:00,-12009.605,-12410.14,-14273.777,-10546.501,2026-02-06 00:00:00+00:00,10
2026-02-06 11:00:00+00:00,-12150.328,-11320.663,-13184.302,-9457.024,2026-02-06 00:00:00+00:00,11
2026-02-06 12:00:00+00:00,-11940.75,-11935.392,-13799.03,-10071.753,2026-02-06 00:00:00+00:00,12
2026-02-06 13:00:00+00:00,-10887.282,-11629.935,-13493.573,-9766.296,2026-02-06 00:00:00+00:00,13
2026-02-06 14:00:00+00:00,-11683.527,-12696.08,-14559.719,-10832.441,2026-02-06 00:00:00+00:00,14
2026-02-06 15:00:00+00:00,-11616.113,-11995.328,-13858.967,-10131.689,2026-02-06 00:00:00+00:00,15
2026-02-06 16:00:00+00:00,-12073.949,-11366.0,-13229.639,-9502.362,2026-02-06 00:00:00+00:00,16
2026-02-06 17:00:00+00:00,-12860.941,-11360.659,-13224.298,-9497.0205,2026-02-06 00:00:00+00:00,17
2026-02-06 18:00:00+00:00,-13219.875,-11275.413,-13139.052,-9411.774,2026-02-06 00:00:00+00:00,18
2026-02-06 19:00:00+00:00,-10902.469,-9706.833,-11570.472,-7843.1943,2026-02-06 00:00:00+00:00,19
2026-02-06 20:00:00+00:00,-7294.7617,-9457.83,-11321.469,-7594.1914,2026-02-06 00:00:00+00:00,20
2026-02-06 21:00:00+00:00,-6645.1445,-5868.775,-7732.4136,-4005.1362,2026-02-06 00:00:00+00:00,21
2026-02-06 22:00:00+00:00,-5279.3164,-6056.983,-7920.6216,-4193.344,2026-02-06 00:00:00+00:00,22
2026-02-06 23:00:00+00:00,-2811.168,-4809.7915,-6673.4307,-2946.153,2026-02-06 00:00:00+00:00,23
2026-02-07 00:00:00+00:00,-1491.9884,-1336.1193,-3199.7576,527.5195,2026-02-06 00:00:00+00:00,24
2026-02-07 01:00:00+00:00,-759.211,-1577.0822,-3440.7207,286.55634,2026-02-06 00:00:00+00:00,25
2026-02-07 02:00:00+00:00,-859.67975,-1559.8109,-3423.4495,303.82782,2026-02-06 00:00:00+00:00,26
2026-02-07 03:00:00+00:00,-1231.7853,-1969.5807,-3833.2192,-105.94221,2026-02-06 00:00:00+00:00,27
2026-02-07 04:00:00+00:00,-1868.0859,-2661.4639,-4525.1025,-797.8255,2026-02-06 00:00:00+00:00,28
2026-02-07 05:00:00+00:00,-3103.2578,-4793.0947,-6656.7334,-2929.4563,2026-02-06 00:00:00+00:00,29
2026-02-07 06:00:00+00:00,-5181.914,-6649.0405,-8512.679,-4785.402,2026-02-06 00:00:00+00:00,30
2026-02-07 07:00:00+00:00,-6782.617,-7690.3154,-9553.954,-5826.677,2026-02-06 00:00:00+00:00,31
2026-02-07 08:00:00+00:00,-6892.7188,-7736.2183,-9599.856,-5872.5796,2026-02-06 00:00:00+00:00,32
2026-02-07 09:00:00+00:00,-5722.7695,-7160.9893,-9024.628,-5297.3506,2026-02-06 00:00:00+00:00,33
2026-02-07 10:00:00+00:00,-4379.7383,-4776.935,-6640.5737,-2913.2964,2026-02-06 00:00:00+00:00,34
2026-02-07 11:00:00+00:00,-2894.0195,-1906.9636,-3770.602,-43.325264,2026-02-06 00:00:00+00:00,35
2026-02-07 12:00:00+00:00,-1881.578,-3506.9822,-5370.6206,-1643.3436,2026-02-06 00:00:00+00:00,36
2026-02-07 13:00:00+00:00,-2688.746,-3887.497,-5751.1357,-2023.8585,2026-02-06 00:00:00+00:00,37
2026-02-07 14:00:00+00:00,-6116.7656,-6144.9653,-8008.6035,-4281.3267,2026-02-06 00:00:00+00:00,38
2026-02-07 15:00:00+00:00,-9414.66,-9029.7,-10893.338,-7166.061,2026-02-06 00:00:00+00:00,39
2026-02-07 16:00:00+00:00,-10839.141,-8927.534,-10791.173,-7063.896,2026-02-06 00:00:00+00:00,40
2026-02-07 17:00:00+00:00,-10959.457,-10600.603,-12464.241,-8736.964,2026-02-06 00:00:00+00:00,41
2026-02-07 18:00:00+00:00,-9421.684,-9699.55,-11563.188,-7835.911,2026-02-06 00:00:00+00:00,42
2026-02-07 19:00:00+00:00,-7872.6875,-8076.14,-9939.779,-6212.5015,2026-02-06 00:00:00+00:00,43
2026-02-07 20:00:00+00:00,-5751.3984,-7238.1865,-9101.825,-5374.548,2026-02-06 00:00:00+00:00,44
2026-02-07 21:00:00+00:00,-5589.4414,-5694.9067,-7558.5454,-3831.268,2026-02-06 00:00:00+00:00,45
2026-02-07 22:00:00+00:00,-4510.633,-4645.3345,-6508.973,-2781.6958,2026-02-06 00:00:00+00:00,46
2026-02-07 23:00:00+00:00,-3374.1992,-2888.896,-4752.5347,-1025.2574,2026-02-06 00:00:00+00:00,47
2026-02-08 00:00:00+00:00,-2313.7031,-1107.5817,-2971.2202,756.05707,2026-02-06 00:00:00+00:00,48
2026-02-08 01:00:00+00:00,-1390.0314,-1436.3544,-3299.993,427.2846,2026-02-06 00:00:00+00:00,49
2026-02-08 02:00:00+00:00,-1092.2189,-703.97296,-2567.6116,1159.6659,2026-02-06 00:00:00+00:00,50
2026-02-08 03:00:00+00:00,-1414.8986,-488.6402,-2352.2788,1374.9984,2026-02-06 00:00:00+00:00,51
2026-02-08 04:00:00+00:00,-1121.2462,32.00042,-1831.6382,1895.639,2026-02-06 00:00:00+00:00,52
2026-02-08 05:00:00+00:00,-1194.3165,-1190.63,-3054.2686,673.00824,2026-02-06 00:00:00+00:00,53
2026-02-08 06:00:00+00:00,-2462.875,-2773.656,-4637.2944,-910.0174,2026-02-06 00:00:00+00:00,54
2026-02-08 07:00:00+00:00,-2893.164,-2870.8884,-4734.527,-1007.2498,2026-02-06 00:00:00+00:00,55
2026-02-08 08:00:00+00:00,-2823.3398,-1571.8248,-3435.4634,291.81366,2026-02-06 00:00:00+00:00,56
2026-02-08 09:00:00+00:00,-1810.5898,-2148.684,-4012.3225,-285.04547,2026-02-06 00:00:00+00:00,57
2026-02-08 10:00:00+00:00,-1658.9803,-522.0213,-2385.66,1341.6171,2026-02-06 00:00:00+00:00,58
2026-02-08 11:00:00+00:00,-340.086,-746.93024,-2610.5688,1116.7084,2026-02-06 00:00:00+00:00,59
2026-02-08 12:00:00+00:00,1315.3241,549.31586,-1314.3231,2412.954,2026-02-06 00:00:00+00:00,60
2026-02-08 13:00:00+00:00,1620.5194,372.7414,-1490.8971,2236.38,2026-02-06 00:00:00+00:00,61
2026-02-08 14:00:00+00:00,58.577812,-3068.29,-4931.9287,-1204.6515,2026-02-06 00:00:00+00:00,62
2026-02-08 15:00:00+00:00,-2634.914,-4866.0806,-6729.719,-3002.442,2026-02-06 00:00:00+00:00,63
2026-02-08 16:00:00+00:00,-5850.9297,-6697.5215,-8561.16,-4833.883,2026-02-06 00:00:00+00:00,64
2026-02-08 17:00:00+00:00,-6185.574,-5628.309,-7491.9478,-3764.6704,2026-02-06 00:00:00+00:00,65
2026-02-08 18:00:00+00:00,-4474.4062,-3475.393,-5339.0317,-1611.7545,2026-02-06 00:00:00+00:00,66
2026-02-08 19:00:00+00:00,-3474.5586,-2691.6848,-4555.323,-828.0462,2026-02-06 00:00:00+00:00,67
2026-02-08 20:00:00+00:00,-2859.7734,-1867.4366,-3731.0752,-3.7979195,2026-02-06 00:00:00+00:00,68
2026-02-08 21:00:00+00:00,-2465.121,-2329.2222,-4192.861,-465.5838,2026-02-06 00:00:00+00:00,69
2026-02-08 22:00:00+00:00,-1235.1486,-2480.3691,-4344.008,-616.7305,2026-02-06 00:00:00+00:00,70
2026-02-08 23:00:00+00:00,-168.98444,-1675.0898,-3538.7283,188.54877,2026-02-06 00:00:00+00:00,71
2026-02-09 00:00:00+00:00,436.17963,-618.38654,-2482.0251,1245.2518,2026-02-06 00:00:00+00:00,72
2026-02-09 01:00:00+00:00,396.08197,-942.1148,-2805.7534,921.52386,2026-02-06 00:00:00+00:00,73
2026-02-09 02:00:00+00:00,-56.082344,-983.7413,-2847.38,879.8969,2026-02-06 00:00:00+00:00,74
2026-02-09 03:00:00+00:00,-1268.1095,-2119.023,-3982.6616,-255.38434,2026-02-06 00:00:00+00:00,75
2026-02-09 04:00:00+00:00,-4521.5703,-5195.407,-7059.046,-3331.7686,2026-02-06 00:00:00+00:00,76
2026-02-09 05:00:00+00:00,-9145.699,-8551.059,-10414.697,-6687.4194,2026-02-06 00:00:00+00:00,77
2026-02-09 06:00:00+00:00,-11504.586,-11466.183,-13329.82,-9602.544,2026-02-06 00:00:00+00:00,78
2026-02-09 07:00:00+00:00,-10453.918,-10672.34,-12535.978,-8808.701,2026-02-06 00:00:00+00:00,79
2026-02-09 08:00:00+00:00,-11241.789,-11283.055,-13146.693,-9419.417,2026-02-06 00:00:00+00:00,80
2026-02-09 09:00:00+00:00,-10703.902,-9587.15,-11450.788,-7723.511,2026-02-06 00:00:00+00:00,81
2026-02-09 10:00:00+00:00,-9659.512,-9312.755,-11176.394,-7449.1157,2026-02-06 00:00:00+00:00,82
2026-02-09 11:00:00+00:00,-8574.242,-9001.715,-10865.354,-7138.0757,2026-02-06 00:00:00+00:00,83
2026-02-09 12:00:00+00:00,-7929.582,-8070.234,-9933.872,-6206.595,2026-02-06 00:00:00+00:00,84
2026-02-09 13:00:00+00:00,-9011.137,-8990.012,-10853.65,-7126.373,2026-02-06 00:00:00+00:00,85
2026-02-09 14:00:00+00:00,-10920.859,-10033.485,-11897.125,-8169.8467,2026-02-06 00:00:00+00:00,86
2026-02-09 15:00:00+00:00,-10126.215,-10814.877,-12678.516,-8951.239,2026-02-06 00:00:00+00:00,87
2026-02-09 16:00:00+00:00,-10655.23,-10417.558,-12281.196,-8553.919,2026-02-06 00:00:00+00:00,88
2026-02-09 17:00:00+00:00,-10470.367,-10323.831,-12187.47,-8460.192,2026-02-06 00:00:00+00:00,89
2026-02-09 18:00:00+00:00,-10081.121,-10630.14,-12493.778,-8766.501,2026-02-06 00:00:00+00:00,90
2026-02-09 19:00:00+00:00,-9079.676,-8878.059,-10741.697,-7014.4204,2026-02-06 00:00:00+00:00,91
2026-02-09 20:00:00+00:00,-8373.105,-8704.507,-10568.1455,-6840.8687,2026-02-06 00:00:00+00:00,92
2026-02-09 21:00:00+00:00,-7312.1836,-5641.3506,-7504.9893,-3777.7122,2026-02-06 00:00:00+00:00,93
2026-02-09 22:00:00+00:00,-4981.785,-4024.6055,-5888.244,-2160.9668,2026-02-06 00:00:00+00:00,94
2026-02-09 23:00:00+00:00,-2215.75,-3442.0256,-5305.664,-1578.3871,2026-02-06 00:00:00+00:00,95
2026-02-10 00:00:00+00:00,-868.0704,-1488.0448,-3351.6833,375.59344,2026-02-06 00:00:00+00:00,96
2026-02-10 01:00:00+00:00,-211.36334,-719.6827,-2583.3213,1143.9559,2026-02-06 00:00:00+00:00,97
2026-02-10 02:00:00+00:00,-221.62115,-86.248116,-1949.8868,1777.3905,2026-02-06 00:00:00+00:00,98
2026-02-10 03:00:00+00:00,-595.6524,-520.0201,-2383.6587,1343.618,2026-02-06 00:00:00+00:00,99
2026-02-10 04:00:00+00:00,-2449.8945,-3268.0288,-5131.6675,-1404.3905,2026-02-06 00:00:00+00:00,100
2026-02-10 05:00:00+00:00,-6990.9414,-5985.0913,-7848.73,-4121.4526,2026-02-06 00:00:00+00:00,101
2026-02-10 06:00:00+00:00,-8467.223,-8862.027,-10725.666,-6998.3887,2026-02-06 00:00:00+00:00,102
2026-02-10 07:00:00+00:00,-6762.2773,-7807.598,-9671.237,-5943.96,2026-02-06 00:00:00+00:00,103
2026-02-10 08:00:00+00:00,-5383.961,-6170.0894,-8033.7275,-4306.4507,2026-02-06 00:00:00+00:00,104
2026-02-10 09:00:00+00:00,-3156.1797,-4271.5156,-6135.1543,-2407.877,2026-02-06 00:00:00+00:00,105
2026-02-10 10:00:00+00:00,-1561.5314,-1982.4847,-3846.1233,-118.846016,2026-02-06 00:00:00+00:00,106
2026-02-10 11:00:00+00:00,-667.836,-2424.5127,-4288.1514,-560.8741,2026-02-06 00:00:00+00:00,107
2026-02-10 12:00:00+00:00,-587.99225,-2635.044,-4498.6826,-771.40533,2026-02-06 00:00:00+00:00,108
2026-02-10 13:00:00+00:00,-2523.8047,-3861.8926,-5725.5312,-1998.2542,2026-02-06 00:00:00+00:00,109
