date,hard_coal_tran_actual,gas_tran_actual,biomass_tran_actual,pumped_storage_tran_actual,hydro_tran_actual,other_conv_tran_actual,hard_coal_tran_fitted,gas_tran_fitted,biomass_tran_fitted,pumped_storage_tran_fitted,hydro_tran_fitted,other_conv_tran_fitted,hard_coal_tran_lower,gas_tran_lower,biomass_tran_lower,pumped_storage_tran_lower,hydro_tran_lower,other_conv_tran_lower,hard_coal_tran_upper,gas_tran_upper,biomass_tran_upper,pumped_storage_tran_upper,hydro_tran_upper,other_conv_tran_upper,cutoff,hours_ahead
2026-01-31 10:00:00+00:00,2518.1,373.88,459.45,44.820007,331.45,135.58,2205.2153039570335,381.1155642148035,454.8020326898343,71.84282697748085,416.3999025783461,128.45720078299087,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,2423.36,374.09,444.83,57.98999,327.49,139.97,2292.633417311975,380.6446150804227,445.72016670709775,76.8876238255892,413.01929496170453,126.6867556085834,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,2393.85,367.3,432.54,16.970003,333.07,138.44,2301.572336612564,385.7528574102471,442.89217802986866,86.9144247668822,388.3909234905858,131.08315742420973,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,2225.32,361.61,433.22,17.359987,331.66,141.18,2227.87135549231,382.7192666632823,445.2144671384811,99.07109868136484,393.35944890522586,127.07739462827635,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,2212.27,361.63,454.86,147.0,332.67,140.7,2133.488365933137,373.1380913326916,464.1316085452843,99.53427181681795,367.2401289319714,125.75714746063467,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,2244.5,361.66,487.79,192.67,334.75998,139.31,2105.3022712058073,376.70396514022724,490.990722367554,269.6678647570461,352.67027982778455,128.7686966095406,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,2610.46,372.76,511.59,222.79001,351.04996,138.73,2315.202969776061,382.7473148814337,505.87413982353166,357.0030380422924,401.06338856865693,132.10943556948882,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,2689.82,373.68,511.01,217.5,348.7,143.23,2636.4532135890377,388.0661206729593,506.06359879747095,366.3183100670566,370.8749971170362,145.19866392785394,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,2701.92,373.75,497.56,51.23999,354.83,145.69,2492.084565408118,400.49495853448195,500.8350645622585,119.11235762135126,363.5988089955449,142.4226327959064,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,2646.01,373.82,478.3,65.600006,343.84,143.9,2395.4225616292215,393.3318083814545,485.8665766941882,130.32172538035223,368.3451694916231,140.40385853137553,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,2509.87,373.83,463.16,36.53,341.63,142.22,2395.844166456239,396.32975612467214,468.79525166067873,133.02031313752107,362.23126154019894,139.5168890926041,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,2456.95,374.01,451.69,60.48001,349.7,145.45,2419.0177301064086,389.2414209831981,457.8760599839691,88.56190048839971,353.47724080282796,141.62638949289956,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,2385.15,374.24,436.47,20.260012,342.05,139.89,2209.805129705579,384.1633300706668,440.75118620604763,42.182145356631054,351.6997149151449,142.8342714053749,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,1907.99,373.55,423.37,9.980012,346.16,139.28,2137.9783458440006,382.69890516900614,424.79983990186787,16.130345781096707,354.75574302669634,142.9908982946563,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,1901.59,372.16,418.0,1.8399974,338.06,141.39,1978.0544240675085,387.8455583148923,417.62774947494114,21.490432522697745,339.86344920159365,140.82886875542127,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,1919.93,374.86,413.48,5.389985,340.2,141.65,2060.496720229767,383.0039872053329,416.9263954774166,7.395884671451654,355.7116668364605,140.12154662512165,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,1856.55,375.07,413.87,4.399995,337.28,142.22,1958.2024737009106,382.2283658601765,417.4401102495272,14.013844551901684,338.96004103517043,140.5342835911759,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,1850.11,374.98,418.14,7.850007,332.7,140.62,1921.3599728165536,382.4570067572538,420.5296651864063,11.50685565444212,337.15662293875863,140.46096797754961,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,1840.24,374.82,430.41,2.399995,316.66,138.69,1962.6997499082859,380.80064695430144,433.5203249990727,23.79418872742866,335.30163350727065,140.25631392204676,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,1842.22,374.82,453.86,18.339998,316.59,134.37,1996.9222350772852,385.6249760059376,458.35290227249106,43.64750612091245,330.3772948286106,140.4653842571243,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,1836.63,374.6,487.94,65.32001,310.96,132.99,2122.7013538937285,355.97980447508587,479.78033697791625,59.20577024903611,487.5224165287851,116.38281194489154,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,1945.41,374.48,504.22,113.83998,316.03,131.88,1741.585644127833,359.5565577982765,491.0070627558447,61.071660494881314,389.92898363811344,119.05872411752394,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,2067.33,374.78,497.16,32.359985,319.35,141.49,1750.783573569141,370.4542993865099,491.58601915335817,59.96322198126819,381.6440411021827,124.12042300336482,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,2051.57,374.18,469.55,66.41998,324.27,141.8,1744.2031103953286,382.0756539341276,471.20864359524677,97.07345013835288,364.0822991194117,127.93453052835574,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,1913.98,374.19,447.18,116.23999,336.08997,143.56,1866.9077982630383,392.8962806290525,453.35908159336424,40.87212339608169,368.1606654278164,125.61193405925712,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,1872.11,374.19,431.1,15.26999,332.9,142.31,1975.7295046934114,370.5919288091809,442.0264607480153,45.40752021106715,346.12962148750114,131.7636985346628,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,1877.17,374.19,430.01,71.129974,335.89,141.24,1941.542337291239,364.9599065001744,444.9170543303265,48.97100663213649,369.26519521383045,129.57692830468005,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,1867.14,374.08,440.94,100.87999,337.7,138.54,1775.401225884556,360.57333077211376,449.14835984139927,54.313468920565015,383.48097535394004,126.16011379458453,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,2084.85,374.17,457.77,34.600006,326.38,138.81,1642.0589155725975,352.81849783152614,464.2030603013768,148.80389076902827,387.4966161127576,124.68229697129533,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,2316.52,374.06,494.12,46.350006,318.32,138.32,1915.5178888745297,371.64641792082574,490.0286030672755,273.8878698338789,371.55676504242854,126.90514289683365,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,2512.13,373.96,517.39,133.46999,313.66,138.27,2307.368663237804,383.4347047179897,508.3325095902038,429.11885006603245,406.65920112909805,122.4176010106883,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,2766.51,373.8,516.48,683.79,314.49,139.58,2494.0723882263505,402.4019825791228,505.5278783154863,494.37673510622585,358.61681713397934,139.7301009852124,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,2909.94,373.74,506.47,92.86,316.51,140.26,2699.1773459858737,401.2151193138056,501.9447697818528,176.90615661019004,366.9951417545834,141.91631964978185,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,2931.99,378.46,491.21,150.64,309.64,140.38,2683.288885099033,399.1446068695491,485.22921075210627,142.83956959501566,352.2315149410797,140.56794319858662,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,2928.14,398.78,472.98,51.51001,308.61,141.81,2744.857372076784,399.14686195368256,467.91061336288766,145.11895134056468,355.5415386036157,138.92502500978082,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,2854.12,404.38,458.53,36.45999,314.95,145.58,2677.3426597302705,387.3214993505294,456.30619459890113,125.58751629852057,352.9511963262737,140.73726664975217,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,2575.28,404.4,442.95,1.4599925,312.12,142.55,2502.942282301645,391.12784044125493,441.65457792256626,46.770355289767906,349.79723093762254,145.86660179290163,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,2305.97,404.44,430.66,53.26001,323.73,143.04,2324.9951297624007,383.4748299111833,430.7398032575025,31.888206593716234,330.81142689376657,143.92508257525856,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,2300.21,405.07,420.31,59.639984,327.13,140.3,2274.492046298443,403.493919986452,418.05016518113393,21.29016065465953,351.08071427133325,137.4990559331874,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,2316.27,405.33,417.11,38.179993,327.95,142.08,2203.7652969900146,401.85437334097094,415.74739330853197,11.60578241553037,351.5933350798329,137.0330506102907,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,2354.05,405.21,415.67,0.64999497,336.24,142.79,2293.821035307201,399.92305549176405,416.3329253420388,10.722031240801641,334.12867046182566,138.61553423517051,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,2444.96,404.94,417.36,3.5400097,326.95,141.81,2222.083189192952,396.60710070898534,419.2130438515005,15.83129528111209,334.6690174303845,143.179171716552,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,2765.84,404.82,427.53,49.809998,330.88998,142.1,2398.8308187342486,409.44273202066483,426.2912307484558,49.68431436853177,370.90342509004324,139.95500802099633,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,3067.03,404.67,447.38,237.7,330.37,138.45,2833.8010068877284,416.59957466445184,447.8712455415779,211.30832293381303,348.65972732828,138.0052821326892,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,3077.74,404.61,478.34,659.31,356.97,137.86,2624.4216817725646,395.5010929468977,483.8051481499405,593.6445582784772,440.0236681033221,136.1499338324117,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,3017.33,404.43,494.67,1215.6898,423.94,138.03,2656.865712329819,406.03879120515353,490.1292474234272,883.9745738673076,436.8725254529734,147.06472605399506,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,2893.06,404.11,487.25,1270.19,423.41,138.21,2931.4345524204823,402.1156747429728,488.11296171657034,966.548880040107,421.62165915240655,144.16114702722558,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,2955.11,403.93,475.92,1149.04,408.01,139.81,2874.453152443235,406.796319607068,455.041661114731,683.9416285251696,430.2920224783653,147.2685685364913,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,2933.75,403.88,459.84,833.81,381.9,141.84,2966.2868883537826,408.24028327317586,441.86773868372296,655.1617203291512,407.8122806539436,151.1126371707426,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,2933.67,403.92,446.76,489.36,349.61996,143.03,2957.508765540457,411.010300058639,432.3841876174207,372.67849233242805,407.8138950251947,144.3948646868482,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,2952.04,405.64,441.37,204.22,355.2,142.39,2823.3484270516974,416.2316764649753,438.6109716679256,218.8443247216484,369.38764777795654,140.32052300482175,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,3040.12,433.28,445.2,365.34,342.53,144.13,2902.643087436095,418.0883361749592,443.0632791031404,214.93228398273305,397.4441724683636,137.2525629214696,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,3301.68,433.38,459.39,798.77,338.45,143.74,2938.6773968068383,421.84918892443994,460.10490453801043,428.64766464814863,424.4553473790901,134.1129544952052,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,3381.46,437.35,492.44,585.17,334.12,143.05,2872.1256763887577,414.0914485873908,488.1022987768474,464.35003219902427,477.50769565915715,133.80480447424932,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,3307.13,443.2,514.51,479.0,328.32,153.29,2761.8394313967465,412.1328684373333,506.4117772295629,576.7834487843019,463.00124841972445,144.80922630847897,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,1167.420260362171,337.94031014033726,412.57634673345655,322.70358383678763,577.7499313408988,110.19598543167115,2026-01-31 00:00:00+00:00,64
